Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Question Text- v1,Revised Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Format/Value - r0,Revised Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,Question Type,IMS Review Notes
1804,1804,129084651,Survey,726699695,Background and Overall Health,243443318,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had bladder cancer?,DADCANC3B,,,206625031,Age at diagnosis,,Dad bladder cancer age,SrvBOH_DadBlCancAge_v1r0,DADCANC3B_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 1,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1805,1805,129084651,Survey,726699695,Background and Overall Health,243443318,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had bladder cancer?,DADCANC3B,,,261863326,Year at diagnosis,,Dad bladder cancer year,SrvBOH_DadBlCancYr_v1r0,DADCANC3B_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 1,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1806,1806,129084651,Survey,726699695,Background and Overall Health,610382315,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had brain cancer?,DADCANC3C,,,206625031,Age at diagnosis,,Dad brain cancer age,SrvBOH_DadBraCancAge_v1r0,DADCANC3C_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 2,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1807,1807,129084651,Survey,726699695,Background and Overall Health,610382315,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had brain cancer?,DADCANC3C,,,261863326,Year at diagnosis,,Dad brain cancer year,SrvBOH_DadBraCancYr_v1r0,DADCANC3C_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 2,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1808,1808,129084651,Survey,726699695,Background and Overall Health,135519371,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had breast cancer?,DADCANC3D,,,206625031,Age at diagnosis,,Dad breast cancer age,SrvBOH_DadBreCancAge_v1r0,DADCANC3D_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 3,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1809,1809,129084651,Survey,726699695,Background and Overall Health,135519371,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had breast cancer?,DADCANC3D,,,261863326,Year at diagnosis,,Dad breast cancer year,SrvBOH_DadBreCancYr_v1r0,DADCANC3D_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 3,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1810,1810,129084651,Survey,726699695,Background and Overall Health,785019074,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,DADCANC3E,,,206625031,Age at diagnosis,,Dad colon/rectal cancer age,SrvBOH_DadColCancAge_v1r0,DADCANC3E_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 4,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1811,1811,129084651,Survey,726699695,Background and Overall Health,785019074,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,DADCANC3E,,,261863326,Year at diagnosis,,Dad colon/rectal cancer year,SrvBOH_DadColCancYr_v1r0,DADCANC3E_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 4,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1812,1812,129084651,Survey,726699695,Background and Overall Health,152885579,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had esophageal cancer?,DADCANC3F,,,206625031,Age at diagnosis,,Dad esophageal cancer age,SrvBOH_DadEsCancAge_v1r0,DADCANC3F_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 5,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1813,1813,129084651,Survey,726699695,Background and Overall Health,152885579,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had esophageal cancer?,DADCANC3F,,,261863326,Year at diagnosis,,Dad esophageal cancer year,SrvBOH_DadEsCancYr_v1r0,DADCANC3F_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 5,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1814,1814,129084651,Survey,726699695,Background and Overall Health,692910565,"Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",DADCANC3G,,,206625031,Age at diagnosis,,"Dad Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer age",SrvBOH_DadHNCancAge_v1r0,DADCANC3G_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 6,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1815,1815,129084651,Survey,726699695,Background and Overall Health,692910565,"Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",DADCANC3G,,,261863326,Year at diagnosis,,"Dad Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer year",SrvBOH_DadHNCancYr_v1r0,DADCANC3G_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 6,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1816,1816,129084651,Survey,726699695,Background and Overall Health,522464057,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had kidney cancer?,DADCANC3H,,,206625031,Age at diagnosis,,Dad kidney cancer age,SrvBOH_DadKidnCancAge_v1r0,DADCANC3H_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 7,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1817,1817,129084651,Survey,726699695,Background and Overall Health,522464057,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had kidney cancer?,DADCANC3H,,,261863326,Year at diagnosis,,Dad kidney cancer year,SrvBOH_DadKidnCancYr_v1r0,DADCANC3H_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 7,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1818,1818,129084651,Survey,726699695,Background and Overall Health,808655074,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,DADCANC3I,,,206625031,Age at diagnosis,,Dad Leukemia (blood and bone marrow) cancer age,SrvBOH_DadLeukAge_v1r0,DADCANC3I_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 8,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1819,1819,129084651,Survey,726699695,Background and Overall Health,808655074,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,DADCANC3I,,,261863326,Year at diagnosis,,Dad Leukemia (blood and bone marrow) cancer year,SrvBOH_DadLeukYr_v1r0,DADCANC3I_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 8,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1820,1820,129084651,Survey,726699695,Background and Overall Health,659627058,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Liver cancer?,DADCANC3J,,,206625031,Age at diagnosis,,Dad Liver cancer age,SrvBOH_DadLivCancAge_v1r0,DADCANC3J_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 9,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1821,1821,129084651,Survey,726699695,Background and Overall Health,659627058,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Liver cancer?,DADCANC3J,,,261863326,Year at diagnosis,,Dad Liver cancer year,SrvBOH_DadLivCancYr_v1r0,DADCANC3J_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 9,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1822,1822,129084651,Survey,726699695,Background and Overall Health,370198527,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,DADCANC3K,,,206625031,Age at diagnosis,,Dad Lung or bronchial cancer age,SrvBOH_DadLungCancAge_v1r0,DADCANC3K_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 10,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1823,1823,129084651,Survey,726699695,Background and Overall Health,370198527,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,DADCANC3K,,,261863326,Year at diagnosis,,Dad Lung or bronchial cancer year,SrvBOH_DadLungCancYr_v1r0,DADCANC3K_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 10,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1824,1824,129084651,Survey,726699695,Background and Overall Health,291855684,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,DADCANC3L,,,206625031,Age at diagnosis,,Dad Non-Hodgkin's lymphoma cancer age,SrvBOH_DadNHLympAge_v1r0,DADCANC3L_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 11,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1825,1825,129084651,Survey,726699695,Background and Overall Health,291855684,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,DADCANC3L,,,261863326,Year at diagnosis,,Dad Non-Hodgkin's lymphoma cancer year,SrvBOH_DadNHLympYr_v1r0,DADCANC3L_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 11,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1826,1826,129084651,Survey,726699695,Background and Overall Health,413536735,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,DADCANC3M,,,206625031,Age at diagnosis,,Dad Lymphoma cancer age,SrvBOH_DadLympAge_v1r0,DADCANC3M_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 12,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1827,1827,129084651,Survey,726699695,Background and Overall Health,413536735,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,DADCANC3M,,,261863326,Year at diagnosis,,Dad Lymphoma cancer year,SrvBOH_DadLympYr_v1r0,DADCANC3M_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 12,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1828,1828,129084651,Survey,726699695,Background and Overall Health,210325948,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,DADCANC3N,,,206625031,Age at diagnosis,,Dad Melanoma (skin) cancer age,SrvBOH_DadMelanomaAge_v1r0,DADCANC3N_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 13,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1829,1829,129084651,Survey,726699695,Background and Overall Health,210325948,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,DADCANC3N,,,261863326,Year at diagnosis,,Dad Melanoma (skin) cancer year,SrvBOH_DadMelanomaYr_v1r0,DADCANC3N_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 13,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1830,1830,129084651,Survey,726699695,Background and Overall Health,193297280,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,DADCANC3O,,,206625031,Age at diagnosis,,Dad Non-melanoma skin (basal or squamous) cancer age,SrvBOH_DadNMSkCancAge_v1r0,DADCANC3O_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 14,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1831,1831,129084651,Survey,726699695,Background and Overall Health,193297280,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,DADCANC3O,,,261863326,Year at diagnosis,,Dad Non-melanoma skin (basal or squamous) cancer year,SrvBOH_DadNMSkCancYr_v1r0,DADCANC3O_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 14,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1832,1832,129084651,Survey,726699695,Background and Overall Health,121502359,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,DADCANC3P,,,206625031,Age at diagnosis,,Dad Pancreatic cancer age,SrvBOH_DadPanCancAge_v1r0,DADCANC3P_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 15,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1833,1833,129084651,Survey,726699695,Background and Overall Health,121502359,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,DADCANC3P,,,261863326,Year at diagnosis,,Dad Pancreatic cancer year,SrvBOH_DadPanCancYr_v1r0,DADCANC3P_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 15,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1834,1834,129084651,Survey,726699695,Background and Overall Health,489402657,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Prostate cancer?,DADCANC3Q,,,206625031,Age at diagnosis,,Dad Prostate cancer age,SrvBOH_DadProstCancAge_v1r0,DADCANC3Q_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 16,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1835,1835,129084651,Survey,726699695,Background and Overall Health,489402657,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Prostate cancer?,DADCANC3Q,,,261863326,Year at diagnosis,,Dad Prostate cancer year,SrvBOH_DadProstCancYr_v1r0,DADCANC3Q_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 16,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1836,1836,129084651,Survey,726699695,Background and Overall Health,727260639,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Stomach cancer?,DADCANC3R,,,206625031,Age at diagnosis,,Dad Stomach cancer age,SrvBOH_DadStomCancAge_v1r0,DADCANC3R_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 17,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1837,1837,129084651,Survey,726699695,Background and Overall Health,727260639,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Stomach cancer?,DADCANC3R,,,261863326,Year at diagnosis,,Dad Stomach cancer year,SrvBOH_DadStomCancYr_v1r0,DADCANC3R_YEAR,Year,4,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 17,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
1838,1838,129084651,Survey,726699695,Background and Overall Health,359291056,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Testicular cancer?,DADCANC3S,,,206625031,Age at diagnosis,,Dad Testicular cancer age,SrvBOH_DadTestCancAge_v1r0,DADCANC3S_AGE,Num,3,,N/A,,No,No,Connect Format/Values - Only display if DADCANC2= 18,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops"
