Formula for Index,Formula for Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
1920,1920,129084651,Survey,726699695,Background and Overall Health,,,,,,,783167257,"Are you now married, widowed, divorced, separated, never married, or living with a partner?",,Marital Status,SrvBOH_Marital_v1r0,MARITAL,Num,2,514080822,0 = Never married,,No,No,,,,,,,,Optional Multiple Choice,
1921,1921,,,,,,,,,,,,,,,,,,,522680498,1 = Not married but living with partner,,,,,,,,,,,,
1922,1922,,,,,,,,,,,,,,,,,,,288321056,2 = Married,,,,,,,,,,,,
1923,1923,,,,,,,,,,,,,,,,,,,649436542,3 = Divorced,,,,,,,,,,,,
1924,1924,,,,,,,,,,,,,,,,,,,733527132,4 = Widowed,,,,,,,,,,,,
1925,1925,,,,,,,,,,,,,,,,,,,741094625,5 = Separated,,,,,,,,,,,,
1926,1926,,,,,,,,,,,,,,,,,,,746038746,99 = Declined,,,,,,,,,,,,
1927,1927,129084651,Survey,726699695,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH,,,583826374,American Indian or Alaska Native,,AI/AN,SrvBOH_AlaskaNative_v1r0,0,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1928,1928,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1929,1929,129084651,Survey,726699695,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH,,,636411467,Asian/Asian American,,Asian,SrvBOH_Asian_v1r0,1,Num,1,104430631,0=No,,No,No,,,,,,12/27/21,,Optional Select All that Apply,
1930,1930,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1931,1931,129084651,Survey,726699695,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH,,,458435048,"Black, African American, or African",,Black/AA/African,SrvBOH_Black_v1r0,2,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1932,1932,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1933,1933,129084651,Survey,726699695,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH,,,706998638,"Hispanic, Latino, or Spanish",,Hispanic/Latino/Spanish,SrvBOH_Hispanic_v1r0,3,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1934,1934,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1935,1935,129084651,Survey,726699695,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH,,,973565052,Middle Eastern or North African,,Mid Eastern/No African,SrvBOH_MENA_v1r0,4,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1936,1936,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1937,1937,129084651,Survey,726699695,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH,,,586825330,Hawaiian or other Pacific Islander,,HI/PI,SrvBOH_Hawaiian_v1r0,5,Num,1,104430631,0=No,,No,No,,,,,,12/27/21,,Optional Select All that Apply,
1938,1938,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1939,1939,129084651,Survey,726699695,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH,,,412790539,White,,White,SrvBOH_White_v1r0,6,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1940,1940,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1941,1941,129084651,Survey,726699695,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH,,,807835037,Other |__|,,None Fully Describe Me,SrvBOH_NoneRE_v1r0,55,Num,1,104430631,0=No,,No,No,,,,,,9/23/21,,Optional Select All that Apply,
1942,1942,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1943,1943,129084651,Survey,726699695,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH,,,747350323,None of these race categories fully describe me. Please describe [text box],,None Fully Describe Me - Free Text,SrvBOH_NoneDescribeRE_v1r0,RACEETH_TB,Char,300,,N/A,,No,No,,,,,,9/14/21,,Optional Select All that Apply,
1944,1944,129084651,Survey,726699695,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH,,,746038746,Declined,,Prefer Not To Ans,SrvBOH_PrefNoAnsRE_v1r0,99,Num,1,104430631,0=No,,No,No,,,,,,9/23/21,,Optional Select All that Apply,
1945,1945,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1946,1946,129084651,Survey,726699695,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH,New,8/22/23,178420302,Unavailable/Unknown,,Don't Know,SrvBOH_DontKnowRE_v1r0,77,Num,1,104430631,0=No,,No,No,,,,,,8/22/23,,Optional Select All that Apply,Added new response
1947,1947,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1948,1948,129084651,Survey,726699695,Background and Overall Health,362270886,"American Indian or Alaska Native- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH2,,,249603425,American Indian,,Am Indian,SrvBOH_AmerInd_v1r0,0,Num,1,104430631,0=No,,No,No,Only display if RACEETH = American Indian or Alaska Native,,,,,,,Optional Select All that Apply,
1949,1949,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1950,1950,129084651,Survey,726699695,Background and Overall Health,362270886,"American Indian or Alaska Native- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH2,,,530063091,Alaska Native,,Alaska Nat,SrvBOH_AlaskaNative2_v1r0,1,Num,1,104430631,0=No,,No,No,Only display if RACEETH = American Indian or Alaska Native,,,,,,,Optional Select All that Apply,
1951,1951,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1952,1952,129084651,Survey,726699695,Background and Overall Health,362270886,"American Indian or Alaska Native- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH2,,,643489668,Central or South American Indian,,Central/So Am Indian,SrvBOH_CSAmerInd_v1r0,2,Num,1,104430631,0=No,,No,No,Only display if RACEETH = American Indian or Alaska Native,,,,,,,Optional Select All that Apply,
1953,1953,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1954,1954,129084651,Survey,726699695,Background and Overall Health,362270886,"American Indian or Alaska Native- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH2,,,807835037,Other |__|,,None Fully Describe Me,SrvBOH_NoneRE2_v1r0,55,Num,1,104430631,0=No,,No,No,Only display if RACEETH = American Indian or Alaska Native,,,,,9/23/21,,Optional Select All that Apply,
1955,1955,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1956,1956,129084651,Survey,726699695,Background and Overall Health,362270886,"American Indian or Alaska Native- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH2,,,650100414,None of these American Indian or Alaska Native categories fully describe me. Please describe [text box],,None Fully Describe Me - Free Text,SrvBOH_NoneDescribeRE2_v1r0,RACEETH2_TB,Char,300,,N/A,,No,No,Only display if RACEETH = American Indian or Alaska Native,,,,,9/14/21,,Optional Select All that Apply,
1957,1957,129084651,Survey,726699695,Background and Overall Health,362270886,"American Indian or Alaska Native- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH2,,,746038746,Declined,,Prefer Not To Ans,SrvBOH_PrefNoAnsRE2_v1r0,99,Num,1,104430631,0=No,,No,No,Only display if RACEETH = American Indian or Alaska Native,,,,,9/23/21,,Optional Select All that Apply,
1958,1958,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1959,1959,129084651,Survey,726699695,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH3,,,773844957,Asian Indian,,Asian Indian,SrvBOH_AsianInd_v1r0,0,Num,1,104430631,0=No,,No,No,Only display if RACEETH = Asian,,,,,,,Optional Select All that Apply,
1960,1960,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1961,1961,129084651,Survey,726699695,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH3,,,901439277,Cambodian,,Cambodian,SrvBOH_Cambodian_v1r0,1,Num,1,104430631,0=No,,No,No,Only display if RACEETH = Asian,,,,,,,Optional Select All that Apply,
1962,1962,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1963,1963,129084651,Survey,726699695,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH3,,,750168061,Chinese,,Chinese,SrvBOH_Chinese_v1r0,2,Num,1,104430631,0=No,,No,No,Only display if RACEETH = Asian,,,,,,,Optional Select All that Apply,
1964,1964,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1965,1965,129084651,Survey,726699695,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH3,,,326604981,Filipino,,Filipino,SrvBOH_Filipino_v1r0,3,Num,1,104430631,0=No,,No,No,Only display if RACEETH = Asian,,,,,,,Optional Select All that Apply,
1966,1966,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1967,1967,129084651,Survey,726699695,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH3,,,469918550,Hmong,,Hmong,SrvBOH_Hmong_v1r0,4,Num,1,104430631,0=No,,No,No,Only display if RACEETH = Asian,,,,,,,Optional Select All that Apply,
1968,1968,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1969,1969,129084651,Survey,726699695,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH3,,,288079668,Japanese,,Japanese,SrvBOH_Japanese_v1r0,5,Num,1,104430631,0=No,,No,No,Only display if RACEETH = Asian,,,,,,,Optional Select All that Apply,
1970,1970,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1971,1971,129084651,Survey,726699695,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH3,,,240721579,Korean,,Korean,SrvBOH_Korean_v1r0,6,Num,1,104430631,0=No,,No,No,Only display if RACEETH = Asian,,,,,,,Optional Select All that Apply,
1972,1972,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1973,1973,129084651,Survey,726699695,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH3,,,571633051,Pakistani,,Pakistani,SrvBOH_Pakistani_v1r0,7,Num,1,104430631,0=No,,No,No,Only display if RACEETH = Asian,,,,,,,Optional Select All that Apply,
1974,1974,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1975,1975,129084651,Survey,726699695,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH3,,,964924704,Vietnamese,,Vietnamese,SrvBOH_Viete_v1r0,8,Num,1,104430631,0=No,,No,No,Only display if RACEETH = Asian,,,,,9/24/21,,Optional Select All that Apply,
1976,1976,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1977,1977,129084651,Survey,726699695,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH3,,,807835037,Other |__|,,None Fully Describe Me,SrvBOH_NoneRE3_v1r0,55,Num,1,104430631,0=No,,No,No,Only display if RACEETH = Asian,,,,,9/23/21,,Optional Select All that Apply,
1978,1978,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1979,1979,129084651,Survey,726699695,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH3,,,396618548,None of these Asian categories fully describe me. Please describe [text box],,None Fully Describe Me - Free Text,SrvBOH_NoneDescribeRE3_v1r0,RACEETH3_TB,Char,300,,N/A,,No,No,Only display if RACEETH = Asian,,,,,9/14/21,,Optional Select All that Apply,
1980,1980,129084651,Survey,726699695,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH3,,,746038746,Declined,,Prefer Not To Ans,SrvBOH_PrefNoAnsRE3_v1r0,99,Num,1,104430631,0=No,,No,No,Only display if RACEETH = Asian,,,,,9/23/21,,Optional Select All that Apply,
1981,1981,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1982,1982,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,704774349,African American,,Af Am,SrvBOH_AfricanAm_v1r0,0,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,,,Optional Select All that Apply,
1983,1983,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1984,1984,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,240854115,Barbadian,,Barbadian,SrvBOH_Barbadian_v1r0,1,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,,,Optional Select All that Apply,
1985,1985,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1986,1986,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,280957170,Caribbean,,Caribbean,SrvBOH_Caribbean_v1r0,2,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,,,Optional Select All that Apply,
1987,1987,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1988,1988,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,533776046,Ethiopian,,Ethiopian,SrvBOH_Ethiopian_v1r0,3,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,,,Optional Select All that Apply,
1989,1989,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1990,1990,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,647105074,Ghanaian,,Ghanaian,SrvBOH_Ghanaian_v1r0,4,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,,,Optional Select All that Apply,
1991,1991,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1992,1992,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,618222258,Haitian,,Haitian,SrvBOH_Haitian_v1r0,5,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,,,Optional Select All that Apply,
1993,1993,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1994,1994,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,487027241,Jamaican,,Jamaican,SrvBOH_Jamaican_v1r0,6,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,,,Optional Select All that Apply,
1995,1995,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1996,1996,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,900838463,Liberian,,Liberian,SrvBOH_Liberian_v1r0,7,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,,,Optional Select All that Apply,
1997,1997,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1998,1998,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,379093069,Nigerian,,Nigerian,SrvBOH_Nigerian_v1r0,8,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,,,Optional Select All that Apply,
1999,1999,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2000,2000,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,304643362,Somali,,Somali,SrvBOH_Somali_v1r0,9,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,,,Optional Select All that Apply,
2001,2001,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2002,2002,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,151821009,South African,,So African,SrvBOH_SAfrican_v1r0,10,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,,,Optional Select All that Apply,
2003,2003,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2004,2004,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,807835037,Other |__|,,None Fully Describe Me,SrvBOH_NoneRE4_v1r0,55,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,9/23/21,,Optional Select All that Apply,
2005,2005,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2006,2006,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,852296096,None of these Black categories fully describe me. Please describe [text box],,None Fully Describe Me - Free Text,SrvBOH_NoneDescribeRE4_v1r0,RACEETH4_TB,Char,300,,N/A,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,9/14/21,,Optional Select All that Apply,
2007,2007,129084651,Survey,726699695,Background and Overall Health,976808005,"Black, African American, or African- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH4,,,746038746,Declined,,Prefer Not To Ans,SrvBOH_PrefNoAnsRE4_v1r0,99,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Black, African American, or African",,,,,9/23/21,,Optional Select All that Apply,
2008,2008,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2009,2009,129084651,Survey,726699695,Background and Overall Health,308014437,"Hispanic, Latino, or Spanish- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH5,,,810637250,Colombian,,Colombian,SrvBOH_Columbian_v1r0,0,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Hispanic, Latino, or Spanish",,,,,,,Optional Select All that Apply,
2010,2010,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2011,2011,129084651,Survey,726699695,Background and Overall Health,308014437,"Hispanic, Latino, or Spanish- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH5,,,248444252,Cuban,,Cuban,SrvBOH_Cuban_v1r0,1,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Hispanic, Latino, or Spanish",,,,,,,Optional Select All that Apply,
2012,2012,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2013,2013,129084651,Survey,726699695,Background and Overall Health,308014437,"Hispanic, Latino, or Spanish- Which categories describe you? Select all that apply. Note, you may select more than one group.",,RACEETH5,,,764331628,Dominican,,Dominican,SrvBOH_Dominican_v1r0,2,Num,1,104430631,0=No,,No,No,"Only display if RACEETH = Hispanic, Latino, or Spanish",,,,,,,Optional Select All that Apply,
