conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date added or modified,Question_Type,QuestID - radio button or multi-answer format questions questions.
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Shingles (Herpes Zoster) ?,,Age at diagnosis,Shingles (Herpes Zoster) diagnosis age,SrvBOH_ShinglesAge_v1r0,SHINGLES_AGE,Num,2,,N/A,,,No,No,Only display if MHGROUP7= SHINGLES,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),SHINGLES
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Shingles (Herpes Zoster) ?,,Year at diagnosis,Shingles (Herpes Zoster) diagnosis year,SrvBOH_ShinglesYear_v1r0,SHINGLES_YEAR ,Year,4,,N/A,,,No,No,Only display if MHGROUP7= SHINGLES,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),SHINGLES 
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Chronic Hepatitis B or C?,,Age at diagnosis,Chronic Hepatitis B or C diagnosis age,SrvBOH_HepatitisAge_v1r0,HBVHCV_AGE,Num,2,,N/A,,,No,No,Only display if MHGROUP7= Chronic Hepatitis B or C,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),HBVHCV
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Chronic Hepatitis B or C?,,Year at diagnosis,Chronic Hepatitis B or C diagnosis year,SrvBOH_HepatitisYear_v1r0,HBVHCV_YEAR,Year,4,,N/A,,,No,No,Only display if MHGROUP7= Chronic Hepatitis B or C,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),HBVHCV
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Gonorrhea?,,Age at diagnosis,Gonorrhea diagnosis age,SrvBOH_GonorrheaAge_v1r0,GONORR_AGE,Num,2,,N/A,,,No,No,Only display if MHGROUP7= GONORRHEA,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),GONORR
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Gonorrhea?,,Year at diagnosis,Gonorrhea diagnosis year,SrvBOH_GonorrheaYear_v1r0,GONORR_YEAR,Year,4,,N/A,,,No,No,Only display if MHGROUP7= GONORRHEA,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),GONORR
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Chlamydia?,,Age at diagnosis,Chlamydia diagnosis age,SrvBOH_ChlamydiaAge_v1r0,CHLA_AGE ,Num,2,,N/A,,,No,No,Only display if MHGROUP7= CHLAMYDIA,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),CHLA 
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Chlamydia?,,Year at diagnosis,Chlamydia diagnosis year,SrvBOH_ChlamydiaYear_v1r0,CHLA_YEAR,Year,4,,N/A,,,No,No,Only display if MHGROUP7= CHLAMYDIA,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),CHLA
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Trichomoniasis?,,Age at diagnosis,Trichomoniasis diagnosis age,SrvBOH_TrichAge_v1r0,TRICH_AGE,Num,2,,N/A,,,No,No,Only display if MHGROUP7= TRICHOMONIASIS,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),TRICH
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Trichomoniasis?,,Year at diagnosis,Trichomoniasis diagnosis year,SrvBOH_TrichYear_v1r0,TRICH_YEAR ,Year,4,,N/A,,,No,No,Only display if MHGROUP7= TRICHOMONIASIS,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),TRICH 
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Syphilis?,,Age at diagnosis,Syphilis diagnosis age,SrvBOH_SyphilisAge_v1r0,SYPH_AGE,Num,2,,N/A,,,No,No,Only display if MHGROUP7= SYPHILIS,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),SYPH
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Syphilis?,,Year at diagnosis,Syphilis diagnosis year,SrvBOH_SyphilisYear_v1r0,SYPH_YEAR,Year,4,,N/A,,,No,No,Only display if MHGROUP7= SYPHILIS,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),SYPH
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Genital Warts?,,Age at diagnosis,Genital Warts diagnosis age,SrvBOH_WartsAge_v1r0,GENWARTS_AGE ,Num,2,,N/A,,,No,No,Only display if MHGROUP7= GENITAL WARTS,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),GENWARTS 
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Genital Warts?,,Year at diagnosis,Genital Warts diagnosis year,SrvBOH_WartsYear_v1r0,GENWARTS_YEAR,Year,4,,N/A,,,No,No,Only display if MHGROUP7= GENITAL WARTS,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),GENWARTS
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had HPV?,,Age at diagnosis,HPV diagnosis age,SrvBOH_HPVAge_v1r0,HPV_AGE ,Num,2,,N/A,,,No,No,Only display if MHGROUP7= HPV,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),HPV 
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had HPV?,,Year at diagnosis,HPV diagnosis year,SrvBOH_HPVYear_v1r0,HPV_YEAR,Year,4,,N/A,,,No,No,Only display if MHGROUP7= HPV,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),HPV
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had HIV/AIDS?,,Age at diagnosis,HIV/AIDS diagnosis age,SrvBOH_HIVAge_v1r0,HIVAIDS_AGE,Num,2,,N/A,,,No,No,Only display if MHGROUP7= HIVAIDS,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),HIVAIDS
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had HIV/AIDS?,,Year at diagnosis,HIV/AIDS diagnosis year,SrvBOH_HIVYear_v1r0,HIVAIDS_YEAR ,Year,4,,N/A,,,No,No,Only display if MHGROUP7= HIVAIDS,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),HIVAIDS 
,Survey,,Background and Overall Health,,Urinary and Reproductive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,Uterine Fibroids,Uterine Fibroids,SrvBOH_UFibroids_v1r0,0,Num,1,,0=No,,,No,No,[DISPLAY ONLY IF SEX = (00) OR (SEX= (02) AND SEX2 = (05))],,,,,,"Optional Select All that Apply, Displayif in One or More Responses",MHGROUP8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Urinary and Reproductive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,Endometriosis,Endometriosis,SrvBOH_Endometriosis_v1r0,1,Num,1,,0=No,,,No,No,[DISPLAY ONLY IF SEX = (00) OR (SEX= (02) AND SEX2 = (05))],,,,,,"Optional Select All that Apply, Displayif in One or More Responses",MHGROUP8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Urinary and Reproductive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,Polycystic Ovary Syndrome (PCOS),Polycystic Ovary Syndrome (PCOS),SrvBOH_PCOS_v1r0,2,Num,1,,0=No,,,No,No,[DISPLAY ONLY IF SEX = (00) OR (SEX= (02) AND SEX2 = (06))],,,,,,"Optional Select All that Apply, Displayif in One or More Responses",MHGROUP8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Urinary and Reproductive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,Enlarged Prostate,Enlarged Prostate,SrvBOH_EnlProstate_v1r0,3,Num,1,,0=No,,,No,No,[DISPLAY ONLY IF SEX = (01) OR (SEX = (02) AND SEX2 = (02))],,,,,,"Optional Select All that Apply, Displayif in One or More Responses",MHGROUP8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Urinary and Reproductive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,"Fibrocystic Breast, or other Benign Breast Disease(such as proliferative Benign Breast Disease or LCIS) ","Fibrocystic Breast, or other Benign Breast Disease(such as proliferative Benign Breast Disease or LCIS) ",SrvBOH_BreastDisease_v1r0,4,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses",MHGROUP8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Urinary and Reproductive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,Ductal Carcinoma in situ (DCIS) ,Ductal Carcinoma in situ (DCIS) ,SrvBOH_DCIS_v1r0,5,Num,1,,0=No,,,No,No,,,,,,8/19/21,"Optional Select All that Apply, Displayif in One or More Responses",MHGROUP8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Urinary and Reproductive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,None of the above,I have not had any of these conditions,SrvBOH_NoReproCond_v1r0,88,Num,1,,0=No,,,No,No,Only can be selected if no other variables selected in MHGROUP8,,,,,9/23/21,"Optional Select All that Apply, Displayif in One or More Responses",MHGROUP8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Uterine Fibroids?,,Age at diagnosis,Uterine Fibroids age,SrvBOH_UFibroidsAge_v1r0,UF_AGE ,Num,2,,N/A,,,No,No,Only display if MHGROUP8= Uterine Fibroids,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),UF
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Uterine Fibroids?,,Year at diagnosis,Uterine Fibroids year,SrvBOH_UFibroidsYr_v1r0,UF_YEAR,Year,4,,N/A,,,No,No,Only display if MHGROUP8= Uterine Fibroids,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),UF
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had endometriosis?,,Age at diagnosis,Endometriosis age,SrvBOH_EndoAge_v1r0,ENDO_AGE,Num,2,,N/A,,,No,No,Only display if MHGROUP8= Endometriosis,,,,,10/13/21,Or (xor=) Question (either/or text boxes without radio button),ENDO
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had endometriosis?,,Year at diagnosis,Endometriosis year,SrvBOH_EndoYear_v1r0,ENDO_YEAR ,Year,4,,N/A,,,No,No,Only display if MHGROUP8= Endometriosis,,,,,10/13/21,Or (xor=) Question (either/or text boxes without radio button),ENDO
,Survey,,Background and Overall Health,,,,Was your endometriosis confirmed by surgery?,Endometriosis surgery confirm,SrvBOH_EndoSurgery_v1r0,ENDO2,Num,1,,0=No,,1 = No,No,No,Only display if MHGROUP8= Endometriosis,,,,,,Optional Multiple Choice,
,,,,,,,,,,,,,,1=Yes,,2 = Yes,,,,,,,,,,
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had polycystic ovary syndrome (PCOS)?,,Age at diagnosis,Polycystic Ovary Syndrome (PCOS) age,SrvBOH_PCOSAge_v1r0,PCOS_AGE,Num,2,,N/A,,,No,No,Only display if MHGROUP8= Polycystic Ovary Syndrome (PCOS),,,,,10/13/21,Or (xor=) Question (either/or text boxes without radio button),PCOS
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had polycystic ovary syndrome (PCOS)?,,Year at diagnosis,Polycystic Ovary Syndrome (PCOS) year,SrvBOH_PCOSYear_v1r0,PCOS_YEAR,Year,4,,N/A,,,No,No,Only display if MHGROUP8= Polycystic Ovary Syndrome (PCOS),,,,,10/13/21,Or (xor=) Question (either/or text boxes without radio button),PCOS
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Enlarged Prostate?,,Age at diagnosis,Enlarged Prostate age,SrvBOH_EnlProstateAge_v1r0,ENLGPROS_AGE,Num,2,,N/A,,,No,No,Only display if MHGROUP8= Enlarged Prostate,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),ENLGPROS
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had Enlarged Prostate?,,Year at diagnosis,Enlarged Prostate year,SrvBOH_EnlProstateYr_v1r0,ENLGPROS_YEAR,Year,4,,N/A,,,No,No,Only display if MHGROUP8= Enlarged Prostate,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),ENLGPROS
,Survey,,Background and Overall Health,,"How old were you when a doctor or other health professional first told you that you have or had Fibrocystic Breast, or other Benign Breast Disease ?",,Age at diagnosis,"Fibrocystic Breast, or other Benign Breast Disease age",SrvBOH_BreastDisAge_v1r0,BREASTDIS_AGE ,Num,2,,N/A,,,No,No,"Only display if MHGROUP8= Fibrocystic Breast, or other Benign Breast Disease",,,,,9/28/21,Optional Select All that Apply,BREASTDIS
,Survey,,Background and Overall Health,,"How old were you when a doctor or other health professional first told you that you have or had Fibrocystic Breast, or other Benign Breast Disease ?",,Year at diagnosis,"Fibrocystic Breast, or other Benign Breast Disease year",SrvBOH_BreastDisYr_v1r0,BREASTDIS_YEAR,Year,4,,N/A,,,No,No,"Only display if MHGROUP8= Fibrocystic Breast, or other Benign Breast Disease",,,,,9/28/21,Optional Select All that Apply,BREASTDIS
,Survey,,Background and Overall Health,,,,"When you were told that you have or had fibrocystic breasts, or other benign breast disease, was it confirmed by biopsy?",Breast disease biopsy,SrvBOH_BreastBiopsy_v1r0,BREASTDIS2,Num,1,,0=No,,1 = No,No,No,"Only display if MHGROUP8= Fibrocystic Breast, or other Benign Breast Disease",,,,,,Optional Multiple Choice,
,,,,,,,,,,,,,,1=Yes,,2 = Yes,,,,,,,,,,
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had ductal carcinoma in situ of the breast?  ,,Age at diagnosis,DCIS age,SrvBOH_DCISAge_v1r0,DCIS_AGE ,Num,2,,N/A,,,No,No,Only display if MHGROUP8= Ductal Carcinoma in situ (DCIS) ,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),BREASTDIS3
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had ductal carcinoma in situ of the breast?  ,,Year at diagnosis,DCIS year,SrvBOH_DCISYr_v1r0,DCIS_YEAR,Year,4,,N/A,,,No,No,Only display if MHGROUP8= Ductal Carcinoma in situ (DCIS) ,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),BREASTDIS3
,Survey,,Background and Overall Health,,,,"When you were told that you have or had ductal carcinoma in situ of the breast, was it confirmed by biopsy?",Ductal Carcinoma biopsy,SrvBOH_DuctCarcinoma_v1r0,BREASTDIS4,Num,1,,0=No,,1 = No,No,No,Only display if MHGROUP8= Ductal Carcinoma in situ (DCIS) ,,,,,6/24/21,Multiple Choice with displayif and/or Piped Text,
,,,,,,,,,,,,,,1=Yes,,2 = Yes,,,,,,,,,,
,Survey,,Background and Overall Health,,,,Has a doctor or other health professional ever told you that you have or had clinical depression?,Depression,SrvBOH_Depression_v1r0,DEPRESS,Num,1,,0=No,,1 = No,No,No,,,,,,,Optional Multiple Choice,
,,,,,,,,,,,,,,1=Yes,,2 = Yes,,,,,,,,,,
,Survey,,Background and Overall Health,,How old were you when a doctor or other health professional first told you that you have or had clinical depression?,,Age at diagnosis,depression age,SrvBOH_DepressionAge_v1r0,DEPRESS2_AGE ,Num,2,,N/A,,,No,No,Only display if DEPRESS = Yes,,,,,9/28/21,Or (xor=) Question (either/or text boxes without radio button),DEPRESS2
