conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Quest Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date Added or Modified,,Quest_Source Question
,Survey,,Where You Live and Work,,Address 10- What [is/was] the source of water to [insert address from HOMEADD1 – HOMEADD3/ current address/the 2nd address you provided/etc.]?,,Address 10- What [is/was] the source of water to [insert address from HOMEADD1 – HOMEADD3/ current address/the 2nd address you provided/etc.]?,Primary water source,SrvLAW_10PrimaryWater1_v1r0,HOMEWTR1_10,Num,1,,0= A public or municipal water supply,,1= A public or municipal water supply,No,No,,,,,,3/10/22,,HOMEWTR1_10
,,,,,,,,,,,,,,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,"2= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,
,,,,,,,,,,,,,,2= Private well or spring,,3= Private well or spring,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,4= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,Address 10- What [is/was] the source of water to [insert address from HOMEADD1 – HOMEADD3/ current address/the 2nd address you provided/etc.]?,,Address 10- What [is/was] the source of water to [insert address from HOMEADD1 – HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],Other: Please describe,SrvLAW_HomeWtr1_10_Oth_v1r0,HOMEWTR1_10_OTH,,300,,N/A,,No,No,No,,,,,,3/10/22,,HOMEWTR1_10
,Survey,,Where You Live and Work,,,,Address 10- About how deep [is/was] your private well?,Deep private well,SrvLAW_DeepPrivWell10_v1r0,HOMEWTR2_10,Num,2,,0 = Less than 50 feet,,1= Less than 50 feet,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = 50 to 100 feet,,2= 50 – 100 feet,,,,,,,,,,
,,,,,,,,,,,,,,2 = 101 to 150 feet,,3= 101 – 150 feet,,,,,,,,,,
,,,,,,,,,,,,,,3 = 151 to 250 feet,,4= 151 – 250 feet,,,,,,,,,,
,,,,,,,,,,,,,,4 = 251 to 500 feet,,5= 251 – 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,5 = More than 500 feet,,6= More than 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 – HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 – HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",Primary water source,SrvLAW_10PrimaryWater2_v1r0,HOMEWTR3_10,Num,1,,0= Water from the tap or refrigerator that has not been filtered or treated,,1= Water from the tap or refrigerator that has not been filtered or treated,No,No,,,,,,3/10/22,,HOMEWTR3_10
,,,,,,,,,,,,,,1= Water from a refrigerator that has a water filter,,2= Water from a refrigerator that has a water filter,,,,,,,,,,
,,,,,,,,,,,,,,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,3= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,
,,,,,,,,,,,,,,3= Water that was filtered using reverse osmosis (under sink or whole house),,4= Water that was filtered using reverse osmosis under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,4= Water that was filtered with another type of filter (under sink or whole house),,5= Water that was filtered with another type of filter under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,"5= Bottled water, including water from a store dispenser or delivered to your home",,"6= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,7= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 – HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 – HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]       ",Other: Please describe,SrvLAW_HomeWtr3_10_Oth_v1r0,HOMEWTR3_10_OTH,,300,,N/A,,No,No,No,,,,,,3/10/22,,HOMEWTR3_10
,Survey,,Where You Live and Work,,Address 11- What [is/was] the source of water to [insert address from HOMEADD1 – HOMEADD3/ current address/the 2nd address you provided/etc.]?,,Address 11- What [is/was] the source of water to [insert address from HOMEADD1 – HOMEADD3/ current address/the 2nd address you provided/etc.]?,Primary water source,SrvLAW_11PrimaryWater1_v1r0,HOMEWTR1_11,Num,1,,0= A public or municipal water supply,,1= A public or municipal water supply,No,No,,,,,,3/10/22,,HOMEWTR1_11
,,,,,,,,,,,,,,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,"2= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,
,,,,,,,,,,,,,,2= Private well or spring,,3= Private well or spring,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,4= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,Address 11- What [is/was] the source of water to [insert address from HOMEADD1 – HOMEADD3/ current address/the 2nd address you provided/etc.]?,,Address 11- What [is/was] the source of water to [insert address from HOMEADD1 – HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],Other: Please describe,SrvLAW_HomeWtr1_11_Oth_v1r0,HOMEWTR1_11_OTH,,300,,N/A,,No,No,No,,,,,,3/10/22,,HOMEWTR1_11
,Survey,,Where You Live and Work,,,,Address 11- About how deep [is/was] your private well?,Deep private well,SrvLAW_DeepPrivWell11_v1r0,HOMEWTR2_11,Num,2,,0 = Less than 50 feet,,1= Less than 50 feet,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = 50 to 100 feet,,2= 50 – 100 feet,,,,,,,,,,
,,,,,,,,,,,,,,2 = 101 to 150 feet,,3= 101 – 150 feet,,,,,,,,,,
,,,,,,,,,,,,,,3 = 151 to 250 feet,,4= 151 – 250 feet,,,,,,,,,,
,,,,,,,,,,,,,,4 = 251 to 500 feet,,5= 251 – 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,5 = More than 500 feet,,6= More than 500 feet,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Address 11- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 – HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Address 11- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 – HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",Primary water source,SrvLAW_11PrimaryWater2_v1r0,HOMEWTR3_11,Num,1,,0= Water from the tap or refrigerator that has not been filtered or treated,,1= Water from the tap or refrigerator that has not been filtered or treated,No,No,,,,,,3/10/22,,HOMEWTR3_11
,,,,,,,,,,,,,,1= Water from a refrigerator that has a water filter,,2= Water from a refrigerator that has a water filter,,,,,,,,,,
,,,,,,,,,,,,,,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,3= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,
,,,,,,,,,,,,,,3= Water that was filtered using reverse osmosis (under sink or whole house),,4= Water that was filtered using reverse osmosis under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,4= Water that was filtered with another type of filter (under sink or whole house),,5= Water that was filtered with another type of filter under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,"5= Bottled water, including water from a store dispenser or delivered to your home",,"6= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,7= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,"Address 11- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 – HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].       ",,"Address 11- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 – HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]       ",Other: Please describe,SrvLAW_HomeWtr3_11_Oth_v1r0,HOMEWTR3_11_OTH,Char,300,,N/A,,No,No,No,,,,,,3/10/22,,HOMEWTR3_11
,Survey,,Where You Live and Work,,,,"In the past 20 years, have you spent a total of 24 months or more in a seasonal or vacation home in the U.S.? ",Vacation home,SrvLAW_SeasHome_v1r0,SEASHOME,Num,2,,0 = No,,1=Yes,No,No,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,Season Address 1- What is the full street address of your seasonal or vacation home?,,1-Seasonal street number,Street number,SrvLAW_SeatsNum_v1r0,SEASTNUM,Num,6,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_1
,Survey,,Where You Live and Work,,Season Address 1- What is the full street address of your seasonal or vacation home?,,1-Seasonal Full Street name,Full Street name,SrvLAW_SeaFullSt_v1r0,SEAFULLST,Char,70,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_1
,Survey,,Where You Live and Work,,Season Address 1- What is the full street address of your seasonal or vacation home?,,"1-Seasonal Apartment, suite, unit, building, etc.","Apartment, suite, unit, building, etc.",SrvLAW_SeaApt_v1r0,SEAAPT,Char,70,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_1
,Survey,,Where You Live and Work,,Season Address 1- What is the full street address of your seasonal or vacation home?,,1-Seasonal City ,City ,SrvLAW_SeaCity_v1r0,SEACITY,Char,45,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_1
,Survey,,Where You Live and Work,,Season Address 1- What is the full street address of your seasonal or vacation home?,,1-Seasonal State/Province,State/Province,SrvLAW_SeaState_v1r0,SEAST,Char,48,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_1
,Survey,,Where You Live and Work,,Season Address 1- What is the full street address of your seasonal or vacation home?,,1-Seasonal Zip code,Zip code,SrvLAW_SeaZip_v1r0,SEAZIP,Num,5,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_1
,Survey,,Where You Live and Work,,Season Address 1- What is the full street address of your seasonal or vacation home?,,1-Seasonal Country ,Country ,SrvLAW_SeaCountry_v1r0,SEACOUNTRY,Char,300,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_1
,Survey,,Where You Live and Work,,Season Address 1-Please provide the following information: ,,1-Seasonal City - Follow-up,City ,SrvLAW_SeaCityFU_v1r0,SEACITY_FOLLOWUP,Char,45,, ,, ,No,Yes, ,,,,,3/3/22,,SEASADD2_1
,Survey,,Where You Live and Work,,Season Address 1-Please provide the following information: ,,1-Seasonal State/Province - Follow-up ,State/Province,SrvLAW_SeaStateFU_v1r0,SEAST_FOLLOWUP,Char,48,, ,, ,No,Yes, ,,,,,3/3/22,,SEASADD2_1
,Survey,,Where You Live and Work,,Season Address 1-Please provide the following information: ,,1-Seasonal Zip code - Follow-up ,Zip code,SrvLAW_SeaZipFU_v1r0,SEAZIP_FOLLOWUP,Num,5,, ,, ,No,Yes, ,,,,,3/3/22,,SEASADD2_1
,Survey,,Where You Live and Work,,Season Address 1-Please provide the following information: ,,1-Seasonal Country - Follow-up ,Country ,SrvLAW_SeaCountryFU_v1r0,SEACOUNTRY_FOLLOWUP,Char,300,, ,, ,No,Yes, ,,,,,3/3/22,,SEASADD2_1
,Survey,,Where You Live and Work,,Season Address 1-Please provide the following information: ,,Season Address 1-Please provide the following information: ,Do Not Know 1-Seasonal ,SrvLAW_Seas1DontKnow_v1r0,SEASADD2_1,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,SEASADD2_1
,Survey,,Where You Live and Work,,Season Address 1-Please provide the cross streets of the intersection closest to this address:,,1-Seasonal Full Street name #1 ,Full Street name #1 ,SrvLAW_SeaStrName1_v1r0,SEASTRNAME1,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,SEASADD3_1
,Survey,,Where You Live and Work,,Season Address 1-Please provide the cross streets of the intersection closest to this address:,,1-Seasonal Full Street name #2,Full Street name #2,SrvLAW_SeaStrtName1_v1r0,SEASTRTNAME1,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,SEASADD3_1
,Survey,,Where You Live and Work,,Season Address 1-Please provide the cross streets of the intersection closest to this address:,,Season Address 1-Please provide the cross streets of the intersection closest to this address:,Do Not Know 1-Seasonal Cross,SrvLAW_Seas1CrDontKnow_v1r0,SEASADD3_1,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,SEASADD3_1
,Survey,,Where You Live and Work,,,,"1-Seasonal Review 1- In the past 20 years, have you spent a total of 24 months or more in any other seasonal or vacation homes in the U.S.?",Another vacation home past 20 years,SrvLAW_SeasAddOth1_v1r0,SEASADDOTH1,Num,2,,0 = No,,1=Yes,No,No,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,Season Address 2- What is the full street address of your seasonal or vacation home?,,2-Seasonal Street number,Street number,SrvLAW_SeaStNum2_v1r0,SEASTNUM2,Num,6,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_2
,Survey,,Where You Live and Work,,Season Address 2- What is the full street address of your seasonal or vacation home?,,2-Seasonal Full Street name,Full Street name,SrvLAW_SeaFullSt2_v1r0,SEAFULLST2,Char,70,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_2
,Survey,,Where You Live and Work,,Season Address 2- What is the full street address of your seasonal or vacation home?,,"2-Seasonal Apartment, suite, unit, building, etc.","Apartment, suite, unit, building, etc.",SrvLAW_SeaApt2_v1r0,SEAAPT2,Char,70,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_2
,Survey,,Where You Live and Work,,Season Address 2- What is the full street address of your seasonal or vacation home?,,2-Seasonal City ,City ,SrvLAW_SeaCity2_v1r0,SEACITY2,Char,45,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_2
,Survey,,Where You Live and Work,,Season Address 2- What is the full street address of your seasonal or vacation home?,,2-Seasonal State/Province,State/Province,SrvLAW_SeaState2_v1r0,SEAST2,Char,48,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_2
,Survey,,Where You Live and Work,,Season Address 2- What is the full street address of your seasonal or vacation home?,,2-Seasonal Zip code,Zip code,SrvLAW_SeaZip2_v1r0,SEAZIP2,Num,5,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_2
,Survey,,Where You Live and Work,,Season Address 2- What is the full street address of your seasonal or vacation home?,,2-Seasonal Country ,Country ,SrvLAW_SeaCountry2_v1r0,SEACOUNTRY2,Char,300,,,,,No,Yes,,,,,,2/3/22,,SEASADD1_2
,Survey,,Where You Live and Work,,Season Address 2-Please provide the following information: ,,2-Seasonal City - Follow-up,City ,SrvLAW_SeaCity2FU_v1r0,SEACITY2_FOLLOWUP,Char,45,, ,, ,No,Yes, ,,,,,3/3/22,,SEASADD2_2
,Survey,,Where You Live and Work,,Season Address 2-Please provide the following information: ,,2-Seasonal State/Province - Follow-up,State/Province,SrvLAW_SeaState2FU_v1r0,SEAST2_FOLLOWUP,Char,48,, ,, ,No,Yes, ,,,,,3/3/22,,SEASADD2_2
,Survey,,Where You Live and Work,,Season Address 2-Please provide the following information: ,,2-Seasonal Zip code - Follow-up,Zip code,SrvLAW_SeaZip2FU_v1r0,SEAZIP2_FOLLOWUP,Num,5,, ,, ,No,Yes, ,,,,,3/3/22,,SEASADD2_2
