conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,conceptId,Question Text,Variable Label,Variable Name,,Variable Type,Variable Length,conceptId,Format/Value,,,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,,,,,,,,,,,
,Help Desk,,Withdrawal,,,,Autoset when  HdWd_Destroydata_v1r0 selected,Date requested data destroyed,HdRef_DateDatadestroy_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,No,No,ISO to be converted to SAS format. The withdrawal and revocation date time stamps will not be stored if data destruction date is also requested,,"Withdrawal, Study Manager Data Dictionary",No,No,9/28/21,,,,,,,,,,,
,Help Desk,,Withdrawal,,,,HIPAA revocation signed,Signed HIPAA revocation form,HdWd_HIPAArevokesign_v1r0,,Num,1,,0=No,,,Yes,No,Set when form signed,,"Withdrawal, Study Manager Data Dictionary",No,Yes,7/19/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Withdrawal,,,,Autoset when HdWd_HIPAArevocationsigned_v1r0 selected,Date HIPAA revocation signed,HdWd_DateHIPAArevsign_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,No,No,ISO to be converted to SAS format,,"Withdrawal, Study Manager Data Dictionary",No,No,,,,,,,,,,,,
,Help Desk,,Withdrawal,,,,Data destruction request signed,Signed data destruction request,HdWd_Datadestroysign_v1r0,,Num,1,,0=No,,,Yes,No,Set when form signed,,"Withdrawal, Study Manager Data Dictionary",No,Yes,7/19/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Withdrawal,,,,Autoset when HdWd_Datadestructionsigned_v1r0 selected,Date data destruction request signed,HdWd_DateDatadestsign_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,No,No,ISO to be converted to SAS format,,"Withdrawal, Study Manager Data Dictionary",No,No,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I am no longer interested in the study,I am no longer interested in the study,HdRef_NotInterested_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I am too busy/the study takes too much time,I am too busy/the study takes too much time,HdRef_TooMuchTime_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I think the payment or benefit to participant is not great enough,I think the payment or benefit to participant is not great enough,HdRef_Payment_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,"I am too sick/my health is too poor""""to participate","I am too sick/my health is too poor""""to participate",HdRef_Sick_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/25/21,"Quotes are off, but fixing quotes shouldn't impact anything else, since the other place this shows up is ""I am too sick/my health is too poor to join"" so the word ""join"" vs. ""participate"" differentiates the text",,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,"I do not have reliable access to the internet/a""""device","I do not have reliable access to the internet/a""""device",HdRef_NoInternet_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/25/21,"Quotes are off, and fixing this would impact RcrtSI_OptOut_v1r0_access",,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I am worried about receiving results from the study,Worried about receiving results from the study,HdRef_WorriedResults_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,3/24/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I am worried the study might find something concerning about me,I am worried the study might find something concerning about me,HdRef_Worried_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I am concerned about my privacy- Refusal,Concerned about privacy,HdRef_Privacy_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,1/31/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I do not trust the government- Refusal,I do not trust the government,HdRef_PrivacyB_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,1/31/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I do not trust research/researchers- Refusal,I do not trust research/researchers,HdRef_PrivacyC_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,1/31/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I do not want my information shared with other researchers- Refusal,"I do not want my information shared with other researchers
",HdRef_PrivacyD_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,1/31/22,Quotes are off and fixing this would impact RcrtSI_OptOut_v1r0_PrivacyF,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,"I am worried""""my""""information isn""""t secure or there will be a data breach","I am worried""""my""""information isn""""t secure or there will be a data breach",HdRef_PrivacyE_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/25/21,"Quotes are off but fixing this shouldn't impact anything because the other place we see this says ""I am worried my information will not be secure or there will be a data breach"" which is slightly different",,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,"I am worried about data being given to""my insurance company/effects on insurance (health, life, other)","I am worried about data being given to""my insurance company/effects on insurance (health, life, other)",HdRef_PrivacyF_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/25/21,Quotes are off and fixing this would impact RcrtSI_OptOut_v1r0_PrivacyH,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,"I am worried about data being given to""""my""""employer/potential employer","I am worried about data being given to""""my""""employer/potential employer",HdRef_PrivacyG_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/25/21,Quotes are off and fixing this would impact RcrtSI_OptOut_v1r0_PrivacyI,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,"I am worried that my""""information could be used to discriminate against me/my""""family","I am worried that my""""information could be used to discriminate against me/my""""family",HdRef_PrivacyH_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/25/21,Quotes are off and fixing this would impact RcrtSI_OptOut_v1r0_PrivacyJ,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,"I am worried that my""""information will be used by others to make a profit","I am worried that my""""information will be used by others to make a profit",HdRef_PrivacyI_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/25/21,Quotes are off and fixing this would impact RcrtSI_OptOut_v1r0_PrivacyK,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I have other privacy concerns- Refusal,I have other privacy concerns,HdRef_PrivacyJ_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,1/31/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I am not able to complete the study activities online- Refusal,I am not able to complete the study activities online,HdRef_Online_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,1/31/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I do not like to do things online- Refusal,I do not like to do things online,HdRef_DislikeOnline_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,1/31/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,I am concerned about COVID-19- Refusal,I am concerned about COVID-19,HdRef_COVID_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,1/31/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,Participant is now unable to participate,Participant is now unable to participate,HdRef_Unable_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/25/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,Participant is incarcerated,Participant is incarcerated,HdRef_Incarcerated_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,3/24/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,Other reasons,Other reasons,HdRef_OthRsn_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,5/26/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Help Desk,,Refusal,,,,Other reasons (specify),Other reasons (specify),HdRef_Other_v1r0,,Char,800,,N/A,,,Yes,No,,,Master Data Dictionary,No,Yes,,,,,,,,,,,,
,Help Desk,,Refusal,,,,Reason not given- Refusal,Reason not given,HdRef_NotGiven_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,1/31/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Study Manager,,Metrics,,,,Disposition codes for participation status,Participation status,SMMet_PartStatus_v1r0,,Num,1,,0 = No Refusal,,,,,Developed for participant status on Study Manager dashboard.  Row of derivation is on same row as corresponding response variable.,HdRef_Basesrv_v1r0 equals0 AND HdRef_Baseblood_v1r0 equals 0 AND HdRef_Baseurine_v1r0 and HdRef_Basesaliva_v1r0 equals 0 AND HdRef_Allsrv_v1r0 equals 0 AND HdRef_Allsample_v1r0 equals 0 AND HdRef_BlSpecSrv_v1r0 equals 0 AND HdWd_WdConsent_v1r0 equals 0 AND HdWd_Activepart_v1r0 equals 0 AND HdWd_HIPAArevoked_v1r0 equals 0 AND HdWd_Destroydata_v1r0 equals 0 AND HdWd_Deceased_v1r0 equals 0,Master Data Dictionary,No,Yes,2/2/22,,,,,,,,,,,
,,,,,,,,,,,,,,1 = Refused some activities,,,,,,HdWd_WdConsent_v1r0 equals 0 AND HdWd_Activepart_v1r0 equals 0 AND HdWd_HIPAArevoked_v1r0 equals 0 AND HdWd_Destroydata_v1r0 equals 0 AND HdWd_Deceased_v1r0 equals 0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = Refused all future activities,,,,,,HdWd_Activepart_v1r0 equals 1 AND HdWd_HIPAArevoked_v1r0 equals 0 And HdWd_WdConsent_v1r0 equals 0 AND HdWd_Deceased_v1r0 equals 0 AND HdWd_Destroydata_v1r0 equals 0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = Revoked HIPAA only,,,,,,HdWd_HIPAArevoked_v1r0 equals 1 And HdWd_WdConsent_v1r0 equals 0 And HdWd_Deceased_v1r0 equals 0 AND HdWd_Destroydata_v1r0 equals 0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = Withdrew consent,,,,,,HdWd_HIPAArevoked_v1r0 equals 1 AND HdWd_WdConsent_v1r0 equals1 AND HdWd_Deceased_v1r0 equals 0 AND HdWd_Destroydata_v1r0 equals 0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5 = Destroyed data,,,,,,HdWd_Destroydata_v1r0 equals 1,,,,2/1/22,HdWd_Destroydata_v1r0,,,,,,,,,,
,,,,,,,,,,,,,,6 = Deceased,,,,,,HdWd_Deceased_v1r0 equals 1,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Cold Packs - none,Cold Packs - none,BioBPTL_ColdPackNone_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Cold Packs – insufficient,Cold Packs – insufficient,BioBPTL_ColdPackIns_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Cold Packs - warm,Cold Packs - warm,BioBPTL_ColdPackWarm_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Damaged Container (outer and/or inner),Damaged Container (outer and/or inner),BioBPTL_DamagedCont_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Damaged Vials,Damaged Vials,BioBPTL_DamagedVials_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Improper Packaging,Improper Packaging,BioBPTL_ImpPackaging_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Manifest – not provided,Manifest – not provided,BioBPTL_ManifestNP_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Manifest/Paperwork/Vial information do not match,Manifest/Paperwork/Vial information do not match,BioBPTL_ManifestDNM_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,No Pre-notification ,No Pre-notification ,BioBPTL_NoPreNotif_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Participant Refusal ,Participant Refusal ,BioBPTL_PartRefusal_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Shipment Delay,Shipment Delay,BioBPTL_ShipDelay_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Vials - Empty,Vials - Empty,BioBPTL_VialsEmpty_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Vials - Incorrect Material Type ,Vials - Incorrect Material Type ,BioBPTL_VialsIMT_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Vials - Missing Labels,Vials - Missing Labels,BioBPTL_VialsMissLabel_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Other- Package Condition,Other,BioBPTL_Other_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected ,BPTL,No,Yes,10/6/21,"Concept ID not assigned here yet, but need to make question text ""Other"" unique",,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,,,Shipment Received - Site Shipment,Shipment Received - Site Shipment,BioBPTL_ShipRec_v1r0,,Num,1,,0=No,,,Yes,No,,,BPTL,No,No,10/6/21,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,,,Date Received - Site Shipment,Date Received - Site Shipment,BioBPTL_DateRec_v1r0,,ISO,24,,Ex. 2022-07-17T15:21:26.763Z,,,Yes if 'Shipment Received - Site Shipment'= Yes,No,,,BPTL,No,No,10/6/21,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,,,Comments - Site Shipment,Comments - Site Shipment,BioBPTL_ShipComments_v1r0,,Char,150,,Ex. lorem ipsum....,,,No,No,,,BPTL,No,No,10/6/21,,,,,,,,,,,
,Biospecimen,,Collection,,Deviation? (Select all that apply),,Deviation - Discard,Deviation - Discard,BioCol_Dev_v1r0_Discard,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Collection,,Deviation? (Select all that apply),,Deviation - Unexpected  tube size or type,Deviation - Unexpected  tube size or type,BioCol_Dev_v1r0_TubeSz,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Collection,,Deviation? (Select all that apply),,Deviation - Mislabeled- discard  ,Deviation - Mislabeled- discard  ,BioCol_Dev_v1r0_MislabelD,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Collection,,Deviation? (Select all that apply),,Deviation - Mislabeled- Resolved ,Deviation - Mislabeled- Resolved ,BioCol_Dev_v1r0_MislabelR,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Collection,,Deviation? (Select all that apply),,Deviation - Not Found,Deviation - Not Found,BioCol_Dev_v1r0_NotFound,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Collection,,Deviation? (Select all that apply),,Deviation - Outside of tube  contaminated,Deviation - Outside of tube  contaminated,BioCol_Dev_v1r0_OutContam,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,Collection,,Deviation? (Select all that apply),,Deviation - Participant used mouthwash less than 30 seconds,Deviation - Participant used mouthwash less than 30 seconds,BioCol_Dev_v1r0_MWUnder30s,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Package in good condition ,Package in good condition ,BioBPTL_PkgGoodCond_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,Select Package Condition - Site Shipment,,Crushed ,Crushed ,BioBPTL_PkgCrushed_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,,,,,,,,,
,Survey,,Blood/Urine/Mouthwash,,,,Blood/urine/mouthwash combined research survey,Blood/urine/mouthwash combined research survey,SrvBLM_ResSrvCompl_v1r0,,Num,1,,0=Not Started,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Started,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=Submitted,,,,,,,,,,,,,,,,,,,,,
,Survey,,Blood/Urine/Mouthwash,,,,Autogenerated date/time stamp for Start of blood/urine/mouthwash research survey,Placeholder - Date/time Status of Start of blood/urine/mouthwash research survey,SrvBLM_TmStart_v1r0,,IS0,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvBLM_ResSrvCompl_v1r0 equals 1,No,ISO to be converted to SAS format,,Master Data Dictionary,No,No,2/10/22,,,,,,,,,,,
,Survey,,Blood/Urine/Mouthwash,,,,Autogenerated date/time when blood/urine/mouthwash research survey completed,Placeholder- Date/Time blood/urine/mouthwash research survey completed,SrvBLM_TmComplete_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvBLM_ResSrvCompl_v1r0 equals 2,No,ISO to be converted to SAS format,,Master Data Dictionary,No,No,2/10/22,,,,,,,,,,,
,Survey,,Social Security,,,,SSN Survey,SSN Survey,SrvSS_SSNSurvey_v1r0,,Num,1,,0=Not Started,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,,,,,,,,,
,,,,,,,,,,,,,,1=Started,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=Submitted,,,,,,,,,,,,,,,,,,,,,
,Survey,,Social Security,,,,Autogenerated date/time stamp for Start of SSN Survey,Placeholder - Date/time Status of Start of SSN Survey,SrvSS_TmStart_v1r0,,IS0,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvSS_SSNSurvey_v1r0 equals 1,No,ISO to be converted to SAS format,,Master Data Dictionary,No,No,2/10/22,,,,,,,,,,,
,Survey,,Social Security,,,,Autogenerated date/time when SSN Survey completed,Placeholder- Date/Time SSN Survey completed,SrvSS_TmComplete_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvSS_SSNSurvey_v1r0 equals 2,No,ISO to be converted to SAS format,,Master Data Dictionary,No,No,2/10/22,,,,,,,,,,,
