Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
1273,1273,129084651,Survey,726699695,Background and Overall Health,460062034,"How old were you when a doctor or other health professional first told you that you have or had blood clots (deep vein thrombosis, pulmonary embolism)?",,BLOODCLOT,,,261863326,Year at diagnosis,,"blood clots (deep vein thrombosis, pulmonary embolism)diagnosis year",SrvBOH_BloodClotYr_v1r0,BLOODCLOT_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP1 = blood clots,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1274,1274,129084651,Survey,726699695,Background and Overall Health,110652436,How old were you when a doctor or other health professional first told you that you have had a stroke?,,STROKE,,,206625031,Age at diagnosis,,stroke diagnosis age,SrvBOH_StrokeAge_v1r0,STROKE_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP1 = stroke,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1275,1275,129084651,Survey,726699695,Background and Overall Health,110652436,How old were you when a doctor or other health professional first told you that you have had a stroke?,,STROKE,,,261863326,Year at diagnosis,,stroke diagnosis year,SrvBOH_StrokeYear_v1r0,STROKE_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP1 = stroke,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1276,1276,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP2,,,359025642,"Chronic lung disease (Emphysema, Chronic Bronchitis, or Chronic Obstructive Pulmonary Disease (COPD))",,"Chronic lung disease (Emphysema, Chronic Bronchitis, or Chronic Obstructive Pulmonary Disease (COPD))",SrvBOH_CLD_v1r0,0,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1277,1277,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1278,1278,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP2,,,407340134,Asthma,,Asthma,SrvBOH_Asthma_v1r0,1,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1279,1279,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1280,1280,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP2,,,427219143,Hay Fever (Allergic to pollen or Allergic Rhinitis),,Hay Fever (Allergic to pollen or Allergic Rhinitis),SrvBOH_HayFever_v1r0,2,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1281,1281,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1282,1282,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP2,,,535003378,None of the above,,NO RESPIRATORY PROBELMS,SrvBOH_NoResp_v1r0,88,Num,1,104430631,0=No,,No,No,Only can be selected if no other variables selected in MHGROUP2,,,,,9/23/21,,Optional Select All that Apply,
1283,1283,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1284,1284,129084651,Survey,726699695,Background and Overall Health,448722126,How old were you when a doctor or other health professional first told you that you have or had COPD?,,COPD,,,206625031,Age at diagnosis,,"Chronic lung disease (Emphysema, Chronic Bronchitis, or Chronic Obstructive Pulmonary Disease (COPD)) diagnosis age",SrvBOH_CLDAge_v1r0,COPD_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP2 = COPD,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1285,1285,129084651,Survey,726699695,Background and Overall Health,448722126,How old were you when a doctor or other health professional first told you that you have or had COPD?,,COPD,,,261863326,Year at diagnosis,,"Chronic lung disease (Emphysema, Chronic Bronchitis, or Chronic Obstructive Pulmonary Disease (COPD)) diagnosis year",SrvBOH_CLDYear_v1r0,COPD_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP2 = COPD,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1286,1286,129084651,Survey,726699695,Background and Overall Health,201449164,How old were you when a doctor or other health professional first told you that you have or had asthma?,,ASTHMA,,,206625031,Age at diagnosis,,Asthma diagnosis age,SrvBOH_AsthmaAge_v1r0,ASTHMA_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP2 = Asthma,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1287,1287,129084651,Survey,726699695,Background and Overall Health,201449164,How old were you when a doctor or other health professional first told you that you have or had asthma?,,ASTHMA,,,261863326,Year at diagnosis,,Asthma diagnosis year,SrvBOH_AsthmaYear_v1r0,ASTHMA_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP2 = Asthma,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1288,1288,129084651,Survey,726699695,Background and Overall Health,436333358,How old were you when a doctor or other health professional first told you that you have or hay fever?,,HAYFEVER,,,206625031,Age at diagnosis,,Hay Fever (Allergic to pollen or Allergic Rhinitis)diagnosis age,SrvBOH_HayFeverAge_v1r0,HAYFEVER_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP2 = Hay fever,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1289,1289,129084651,Survey,726699695,Background and Overall Health,436333358,How old were you when a doctor or other health professional first told you that you have or hay fever?,,HAYFEVER,,,261863326,Year at diagnosis,,Hay Fever (Allergic to pollen or Allergic Rhinitis) diagnosis year,SrvBOH_HayFeverYear_v1r0,HAYFEVER_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP2 = Hay fever,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1290,1290,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,406890409,Esophageal Acid Reflux (GERD),,Esophageal Acid Reflux (GERD),SrvBOH_GERD_v1r0,0,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1291,1291,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1292,1292,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,704544306,Barrett's Esophagus,,Barrett's Esophagus,SrvBOH_Barretts_v1r0,1,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1293,1293,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1294,1294,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,691766591,Irritable Bowel Syndrome,,Irritable Bowel Syndrome,SrvBOH_IBS_v1r0,2,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1295,1295,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1296,1296,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,308645635,Inflammatory Bowel Disease,,Inflammatory Bowel Disease,SrvBOH_IBD_v1r0,3,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1297,1297,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1298,1298,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,731115613,Diverticulitis or Diverticulosis,,Diverticulitis or Diverticulosis,SrvBOH_Divert_v1r0,4,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1299,1299,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1300,1300,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,567284980,Ulcerative Colitis,,Ulcerative Colitis,SrvBOH_UC_v1r0,5,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1301,1301,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1302,1302,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,986548173,Crohn's Disease,,Crohn's Disease,SrvBOH_Chrons_v1r0,6,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1303,1303,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1304,1304,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,285995100,Celiac Disease (also known as Gluten-Sensitive Enteropathy),,Celiac Disease (also known as Gluten-Sensitive Enteropathy),SrvBOH_Celiac_v1r0,7,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1305,1305,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1306,1306,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,545628561,Gallstones (Biliary Stones),,Gallstones (Biliary Stones),SrvBOH_Gallstones_v1r0,8,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1307,1307,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1308,1308,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,709786039,Liver Cirrhosis,,Liver Cirrhosis,SrvBOH_Cirrhosis_v1r0,9,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1309,1309,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1310,1310,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,984479578,Pancreatitis,,Pancreatitis,SrvBOH_Pancreatitis_v1r0,10,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
1311,1311,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1312,1312,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,535003378,None of the above,,NO DIGESTIVE SYSTEM PROBLEMS,SrvBOH_NoDIgestive_v1r0,88,Num,1,104430631,0=No,,No,No,Only can be selected if no other variables selected in MHGROUP3,,,,,9/23/21,,Optional Select All that Apply,
1313,1313,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1314,1314,129084651,Survey,726699695,Background and Overall Health,554782332,How old were you when a doctor or other health professional first told you that you have or had Esophageal Acid Reflux (GERD) ?,,GERD,,,206625031,Age at diagnosis,,Esophageal Acid Reflux (GERD) diagnosis age,SrvBOH_GERDAge_v1r0,GERD_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP3= Esophageal Acid Reflux (GERD),,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1315,1315,129084651,Survey,726699695,Background and Overall Health,554782332,How old were you when a doctor or other health professional first told you that you have or had Esophageal Acid Reflux (GERD) ?,,GERD,,,261863326,Year at diagnosis,,Esophageal Acid Reflux (GERD) diagnosis year,SrvBOH_GERDYear_v1r0,GERD_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP3= Esophageal Acid Reflux (GERD),,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1316,1316,129084651,Survey,726699695,Background and Overall Health,409622468,How old were you when a doctor or other health professional first told you that you have or had Barrett's Esophagus?,,BARESO,,,206625031,Age at diagnosis,,Barrett's Esophagus diagnosis age,SrvBOH_BarrettsAge_v1r0,BARESO_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP3= Barrett's Esophagus,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1317,1317,129084651,Survey,726699695,Background and Overall Health,409622468,How old were you when a doctor or other health professional first told you that you have or had Barrett's Esophagus?,,BARESO,,,261863326,Year at diagnosis,,Barrett's Esophagus diagnosis year,SrvBOH_BarrettsYr_v1r0,BARESO_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP3= Barrett's Esophagus,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1318,1318,129084651,Survey,726699695,Background and Overall Health,448476881,How old were you when a doctor or other health professional first told you that you have or had Irritable Bowel Syndrome diagnosis age?,,IBS,,,206625031,Age at diagnosis,,Irritable Bowel Syndrome diagnosis age,SrvBOH_IBSAge_v1r0,IBS_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP3= Irritable Bowel Syndrome diagnosis age,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1319,1319,129084651,Survey,726699695,Background and Overall Health,448476881,How old were you when a doctor or other health professional first told you that you have or had Irritable Bowel Syndrome diagnosis age?,,IBS,,,261863326,Year at diagnosis,,Irritable Bowel Syndrome diagnosis year,SrvBOH_IBSYear_v1r0,IBS_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP3= Irritable Bowel Syndrome diagnosis age,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1320,1320,129084651,Survey,726699695,Background and Overall Health,459764934,How old were you when a doctor or other health professional first told you that you have or had Inflammatory Bowel Disease?,,IBD,,,206625031,Age at diagnosis,,Inflammatory Bowel Disease diagnosis age,SrvBOH_IBDAge_v1r0,IBD_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP3= Inflammatory Bowel Disease,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1321,1321,129084651,Survey,726699695,Background and Overall Health,459764934,How old were you when a doctor or other health professional first told you that you have or had Inflammatory Bowel Disease?,,IBD,,,261863326,Year at diagnosis,,Inflammatory Bowel Disease diagnosis year,SrvBOH_IBDYear_v1r0,IBD_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP3= Inflammatory Bowel Disease,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1322,1322,129084651,Survey,726699695,Background and Overall Health,374697037,How old were you when a doctor or other health professional first told you that you have or had Diverticulitis or Diverticulosis?,,DIVERT,,,206625031,Age at diagnosis,,Diverticulitis or Diverticulosis age,SrvBOH_DivertAge_v1r0,DIVERT_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP3= Diverticulitis or Diverticulosis,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1323,1323,129084651,Survey,726699695,Background and Overall Health,374697037,How old were you when a doctor or other health professional first told you that you have or had Diverticulitis or Diverticulosis?,,DIVERT,,,261863326,Year at diagnosis,,Diverticulitis or Diverticulosis year,SrvBOH_DivertYear_v1r0,DIVERT_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP3= Diverticulitis or Diverticulosis,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1324,1324,129084651,Survey,726699695,Background and Overall Health,580911251,How old were you when a doctor or other health professional first told you that you have or had Ulcerative Colitis?,,UC,,,206625031,Age at diagnosis,,Ulcerative Colitis age,SrvBOH_UVAge_v1r0,UC_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP3= Ulcerative Colitis,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1325,1325,129084651,Survey,726699695,Background and Overall Health,580911251,How old were you when a doctor or other health professional first told you that you have or had Ulcerative Colitis?,,UC,,,261863326,Year at diagnosis,,Ulcerative Colitis year,SrvBOH_UCYear_v1r0,UC_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP3= Ulcerative Colitis,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1326,1326,129084651,Survey,726699695,Background and Overall Health,190347832,How old were you when a doctor or other health professional first told you that you have or had Crohn's Disease ?,,CD,,,206625031,Age at diagnosis,,Crohn's Disease age,SrvBOH_ChronsAge_v1r0,CD_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP3= Crohn's Disease,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1327,1327,129084651,Survey,726699695,Background and Overall Health,190347832,How old were you when a doctor or other health professional first told you that you have or had Crohn's Disease ?,,CD,,,261863326,Year at diagnosis,,Crohn's Disease year,SrvBOH_ChronsYear_v1r0,CD_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP3= Crohn's Disease,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
