conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date Added or Modified,,Quest_Source Question,,
,,,,,,,,,,,,,,3= A few days per week,,4= A few days per week,,,,,,,,,,,,
,,,,,,,,,,,,,,4= One day per week,,5= One day per week,,,,,,,,,,,,
,,,,,,,,,,,,,,5= A few days per month,,6= A few days per month,,,,,,,,,,,,
,,,,,,,,,,,,,,6= One day per month ,,7= One day per month ,,,,,,,,,,,,
,,,,,,,,,,,,,,7= A few days per year,,8= A few days per year,,,,,,,,,,,,
,,,,,,,,,,,,,,44 = Never,,9= Never,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school ",,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school when you were between 25 and 29 years of age","Around tobacco smoke of others, Age 25 to Age 29",SrvSAS_AroundSmoke2529_v1r0,SECSMLF2C,Num,2,,"0= Every day, at least two hours each day",,"1= Every day, at least two hours each day",No,No,,,,,,3/7/22,,GRID_SECSMLF2,,
,,,,,,,,,,,,,,"1= Every day, less than 2 hours each day",,"2= Every day, less than 2  hours each day",,,,,,,,,,,,
,,,,,,,,,,,,,,2= Most days of the week,,3= Most days of the week,,,,,,,,,,,,
,,,,,,,,,,,,,,3= A few days per week,,4= A few days per week,,,,,,,,,,,,
,,,,,,,,,,,,,,4= One day per week,,5= One day per week,,,,,,,,,,,,
,,,,,,,,,,,,,,5= A few days per month,,6= A few days per month,,,,,,,,,,,,
,,,,,,,,,,,,,,6= One day per month ,,7= One day per month ,,,,,,,,,,,,
,,,,,,,,,,,,,,7= A few days per year,,8= A few days per year,,,,,,,,,,,,
,,,,,,,,,,,,,,44 = Never,,9= Never,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school ",,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school when you were between 30 and 39 years of age","Around tobacco smoke of others, Age 30 to Age 39",SrvSAS_AroundSmoke3039_v1r0,SECSMLF2D,Num,2,,"0= Every day, at least two hours each day",,"1= Every day, at least two hours each day",No,No,,,,,,3/7/22,,GRID_SECSMLF2,,
,,,,,,,,,,,,,,"1= Every day, less than 2 hours each day",,"2= Every day, less than 2  hours each day",,,,,,,,,,,,
,,,,,,,,,,,,,,2= Most days of the week,,3= Most days of the week,,,,,,,,,,,,
,,,,,,,,,,,,,,3= A few days per week,,4= A few days per week,,,,,,,,,,,,
,,,,,,,,,,,,,,4= One day per week,,5= One day per week,,,,,,,,,,,,
,,,,,,,,,,,,,,5= A few days per month,,6= A few days per month,,,,,,,,,,,,
,,,,,,,,,,,,,,6= One day per month ,,7= One day per month ,,,,,,,,,,,,
,,,,,,,,,,,,,,7= A few days per year,,8= A few days per year,,,,,,,,,,,,
,,,,,,,,,,,,,,44 = Never,,9= Never,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school ",,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school when you were between 40 to 49 years of age","Around tobacco smoke of others, Age 40 to Age 49",SrvSAS_AroundSmoke4049_v1r0,SECSMLF2E,Num,2,,"0= Every day, at least two hours each day",,"1= Every day, at least two hours each day",No,No,,,,,,3/7/22,,GRID_SECSMLF2,,
,,,,,,,,,,,,,,"1= Every day, less than 2 hours each day",,"2= Every day, less than 2  hours each day",,,,,,,,,,,,
,,,,,,,,,,,,,,2= Most days of the week,,3= Most days of the week,,,,,,,,,,,,
,,,,,,,,,,,,,,3= A few days per week,,4= A few days per week,,,,,,,,,,,,
,,,,,,,,,,,,,,4= One day per week,,5= One day per week,,,,,,,,,,,,
,,,,,,,,,,,,,,5= A few days per month,,6= A few days per month,,,,,,,,,,,,
,,,,,,,,,,,,,,6= One day per month ,,7= One day per month ,,,,,,,,,,,,
,,,,,,,,,,,,,,7= A few days per year,,8= A few days per year,,,,,,,,,,,,
,,,,,,,,,,,,,,44 = Never,,9= Never,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school ",,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school when you were between 50 and 59 years of age","Around tobacco smoke of others, Age 50 to Age 59",SrvSAS_AroundSmoke5059_v1r0,SECSMLF2F,Num,2,,"0= Every day, at least two hours each day",,"1= Every day, at least two hours each day",No,No,,,,,,3/7/22,,GRID_SECSMLF2,,
,,,,,,,,,,,,,,"1= Every day, less than 2 hours each day",,"2= Every day, less than 2  hours each day",,,,,,,,,,,,
,,,,,,,,,,,,,,2= Most days of the week,,3= Most days of the week,,,,,,,,,,,,
,,,,,,,,,,,,,,3= A few days per week,,4= A few days per week,,,,,,,,,,,,
,,,,,,,,,,,,,,4= One day per week,,5= One day per week,,,,,,,,,,,,
,,,,,,,,,,,,,,5= A few days per month,,6= A few days per month,,,,,,,,,,,,
,,,,,,,,,,,,,,6= One day per month ,,7= One day per month ,,,,,,,,,,,,
,,,,,,,,,,,,,,7= A few days per year,,8= A few days per year,,,,,,,,,,,,
,,,,,,,,,,,,,,44 = Never,,9= Never,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school ",,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school when you were between 60 and 69 years of age","Around tobacco smoke of others, Age 60 to Age 69",SrvSAS_AroundSmoke6069_v1r0,SECSMLF2G,Num,2,,"0= Every day, at least two hours each day",,"1= Every day, at least two hours each day",No,No,,,,,,3/7/22,,GRID_SECSMLF2,,
,,,,,,,,,,,,,,"1= Every day, less than 2 hours each day",,"2= Every day, less than 2  hours each day",,,,,,,,,,,,
,,,,,,,,,,,,,,2= Most days of the week,,3= Most days of the week,,,,,,,,,,,,
,,,,,,,,,,,,,,3= A few days per week,,4= A few days per week,,,,,,,,,,,,
,,,,,,,,,,,,,,4= One day per week,,5= One day per week,,,,,,,,,,,,
,,,,,,,,,,,,,,5= A few days per month,,6= A few days per month,,,,,,,,,,,,
,,,,,,,,,,,,,,6= One day per month ,,7= One day per month ,,,,,,,,,,,,
,,,,,,,,,,,,,,7= A few days per year,,8= A few days per year,,,,,,,,,,,,
,,,,,,,,,,,,,,44 = Never,,9= Never,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school ",,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school when you were 70 years of age and older","Around tobacco smoke of others, Age 70 and older",SrvSAS_AroundSmoke70_v1r0,SECSMLF2H,Num,2,,"0= Every day, at least two hours each day",,"1= Every day, at least two hours each day",No,No,,,,,,3/7/22,,GRID_SECSMLF2,,
,,,,,,,,,,,,,,"1= Every day, less than 2 hours each day",,"2= Every day, less than 2  hours each day",,,,,,,,,,,,
,,,,,,,,,,,,,,2= Most days of the week,,3= Most days of the week,,,,,,,,,,,,
,,,,,,,,,,,,,,3= A few days per week,,4= A few days per week,,,,,,,,,,,,
,,,,,,,,,,,,,,4= One day per week,,5= One day per week,,,,,,,,,,,,
,,,,,,,,,,,,,,5= A few days per month,,6= A few days per month,,,,,,,,,,,,
,,,,,,,,,,,,,,6= One day per month ,,7= One day per month ,,,,,,,,,,,,
,,,,,,,,,,,,,,7= A few days per year,,8= A few days per year,,,,,,,,,,,,
,,,,,,,,,,,,,,44 = Never,,9= Never,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"During each of these age ranges, how many people in your household smoked tobacco (such as cigarettes, cigars, or pipes) in your presence? Please do not include yourself.",,"During each of these age ranges, how many people in your household smoked tobacco (such as cigarettes, cigars, or pipes) in your presence? Please do not include yourself.                      Birth to 5 years of age",Birth to 5 years of age,SrvSAS_NumSmoke5_v1r0,SECSMA,Num,2,,0= None,,1= None,No,No,,,,,,3/7/22,,GRID_SECSM,,
,,,,,,,,,,,,,,1= One,,2= One,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Two,,3= Two,,,,,,,,,,,,
,,,,,,,,,,,,,,3= Three,,4= Three,,,,,,,,,,,,
,,,,,,,,,,,,,,4= Four,,5= Four,,,,,,,,,,,,
,,,,,,,,,,,,,,5= Five or more,,6= Five or more,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"During each of these age ranges, how many people in your household smoked tobacco (such as cigarettes, cigars, or pipes) in your presence? Please do not include yourself.",,"During each of these age ranges, how many people in your household smoked tobacco (such as cigarettes, cigars, or pipes) in your presence? Please do not include yourself.                      Ages 6 to 10",Ages 6 to 10,SrvSAS_NumSmoke0610_v1r0,SECSMB,Num,2,,0= None,,1= None,No,No,,,,,,3/7/22,,GRID_SECSM,,
,,,,,,,,,,,,,,1= One,,2= One,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Two,,3= Two,,,,,,,,,,,,
,,,,,,,,,,,,,,3= Three,,4= Three,,,,,,,,,,,,
,,,,,,,,,,,,,,4= Four,,5= Four,,,,,,,,,,,,
,,,,,,,,,,,,,,5= Five or more,,6= Five or more,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"During each of these age ranges, how many people in your household smoked tobacco (such as cigarettes, cigars, or pipes) in your presence? Please do not include yourself.",,"During each of these age ranges, how many people in your household smoked tobacco (such as cigarettes, cigars, or pipes) in your presence? Please do not include yourself.                      Ages 11 to 14",Ages 11 to 14,SrvSAS_NumSmoke1114_v1r0,SECSMC,Num,2,,0= None,,1= None,No,No,,,,,,3/7/22,,GRID_SECSM,,
,,,,,,,,,,,,,,1= One,,2= One,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Two,,3= Two,,,,,,,,,,,,
,,,,,,,,,,,,,,3= Three,,4= Three,,,,,,,,,,,,
,,,,,,,,,,,,,,4= Four,,5= Four,,,,,,,,,,,,
,,,,,,,,,,,,,,5= Five or more,,6= Five or more,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"During each of these age ranges, how many people in your household smoked tobacco (such as cigarettes, cigars, or pipes) in your presence? Please do not include yourself.",,"During each of these age ranges, how many people in your household smoked tobacco (such as cigarettes, cigars, or pipes) in your presence? Please do not include yourself.                      Ages 15 to 17",Ages 15 to 17,SrvSAS_NumSmoke1517_v1r0,SECSMD,Num,2,,0= None,,1= None,No,No,,,,,,3/7/22,,GRID_SECSM,,
,,,,,,,,,,,,,,1= One,,2= One,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Two,,3= Two,,,,,,,,,,,,
,,,,,,,,,,,,,,3= Three,,4= Three,,,,,,,,,,,,
,,,,,,,,,,,,,,4= Four,,5= Four,,,,,,,,,,,,
,,,,,,,,,,,,,,5= Five or more,,6= Five or more,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Have you ever used any of these marijuana products, even once? Select all that apply.",,"Smoking marijuana (such as joints, pipes, bowls, or bongs)",Cigarettes (manufactured or hand-rolled),SrvSAS_Marijuana_v1r0,0,Num,1,,0 = No,,2=No,No,No,,,,,,10/20/21,,MARIJUANA,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Have you ever used any of these marijuana products, even once? Select all that apply.",,"Smoking a combination of marijuana with tobacco (such as blunts, spliffs, or hollowed out cigars or cigarillos filled with marijuana)","Electronic delivery devices that can be vaped, such as e-cigarettes, Juul, blue, and NJOY. These electronic delivery devices are battery-powered and create vapor.",SrvSAS_EDevices_v1r0,1,Num,1,,0 = No,,2=No,No,No,,,,,,10/20/21,,MARIJUANA,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Have you ever used any of these marijuana products, even once? Select all that apply.",,"Using electronic delivery devices that can be vaped, such as a vape pen or pod-mods. These electronic delivery devices are battery-powered and create vapor.","Cigars, cigarillos, or little filtered cigars; some of the most popular brands include Macanudo, Romeo y Julieta, Black and Mild, Swisher Sweets, Prime Time, and Cheyenne. Please do not include blunts as we will be asking about marijuana use in a later section.",SrvSAS_Cigarillos_v1r0,2,Num,1,,0 = No,,2=No,No,No,,,,,,10/20/21,,MARIJUANA,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Have you ever used any of these marijuana products, even once? Select all that apply.",,"Eating or drinking (such as food, candy, or beverages)","Chewing tobacco, snus, snuff, or dip; some of the most popular brands are Red Man, Levi Garrett, BEECH-NUT, Skoal, and Copenhagen.",SrvSAS_ChewingTobacco_v1r0,3,Num,1,,0 = No,,2=No,No,No,,,,,,10/20/21,,MARIJUANA,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Have you ever used any of these marijuana products, even once? Select all that apply.",,"THC concentrates via dabbing (such as wax, shatter, butter, hash, or kief)",Hookah or water pipe,SrvSAS_WaterPipe_v1r0,4,Num,1,,0 = No,,2=No,No,No,,,,,,10/20/21,,MARIJUANA,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Have you ever used any of these marijuana products, even once? Select all that apply.",,None of the above,I have not used any of these tobacco products, SrvSAS_NoTobaccoPdt_v1r0,88,Num,1,,0 = No,,2=No,No,No,,,,,,11/23/21,,MARIJUANA,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How many days have you smoked marijuana in your  life? ,How many days used marijuana,SrvSAS_DaysUsedMJ_v1r0,SMMAR1,Num,1,,0= 10 or less,,1= 10 or less,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1 = 11 to 49,,2= 11—49 ,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 50 to 99,,3= 50—99 ,,,,,,,,,,,,
,,,,,,,,,,,,,,3= 100 or more,,4= 100 or more,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How old were you when you first smoked marijuana? ,Age first used marijuana,SrvSAS_AgeUseMJF_v1r0,SMMAR2,Num,2,,N/A,,N/A,No,No,,,,,,12/21/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,Age first smoked marijuana on a regular basis,,Age started using on regular basis,Age first smoked marijuana on a regular basis,SrvSAS_AgeSmokeMJReg_v1r0,REGSMMAR_AGE,Num,2,,N/A,,N/A,No,No,,,,,,10/29/21,,SMMAR3,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,Age first smoked marijuana on a regular basis,,Age first smoked marijuana on a regular basis,"Age first smoked marijuana on a regular basis, Never smoked",SrvSAS_NeverSmokeMJ_v1r0,SMMAR3,Num,2,,44 = Never,,,,,,,,,,11/23/21,,SMMAR3,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,Do you smoke marijuana now? ,Use marijuana  now,SrvSAS_UseMJNow_v1r0,SMMAR4,Num,1,,"0 = No, not at all ",,"1= Yes, every day",No,No,,,,,,11/24/21,,,,
,,,,,,,,,,,,,,"1 = Yes, but rarely",,"2= Yes, some day",,,,,,,,,,,,
,,,,,,,,,,,,,,"2 = Yes, but some days",,"3= Yes, but rarely ",,,,,,,,,,,,
,,,,,,,,,,,,,,"3 = Yes, every day",,"4= No, not at all",,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,When was the last time you smoked marijuana?,Last used marijuana,SrvSAS_LastUsedMJ_v1r0,SMMAR5,Num,1,,0=  In the past month ,,1=  In the past month ,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,"1= More than a month ago, but in the past year",,"2= More than a month ago, but in the past year",,,,,,,,,,,,
,,,,,,,,,,,,,,2= More than 1 year ago ,,3= More than 1 year ago ,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,On how many of the past 30 days have you smoked marijuana? ,Days used marijuana past 30 days,SrvSAS_MJUseLast30D_v1r0,SMMAR6,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How many months ago did you last smoke marijuana? ,Months ago last used marijuana ,SrvSAS_LastUsedMJMo_v1r0,SMMAR7A,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Month - During that time, did you ever smoke marijuana every day?","Use marijuana  every day, months",SrvSAS_UseMJED_v1r0,SMMAR7B,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Month- During that time, how many days (1 to 30) did you smoke marijuana in a usual month?  ","How many days used marijuana, usual month",SrvSAS_NumDaysUseMJ_v1r0,SMMAR7C,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How old were you when you last smoked marijuana?,Age last used marijuana ,SrvSAS_AgeLastUsedMJ_v1r0,SMMAR8,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Age last used - During that time, did you ever smoke marijuana every day?","Use marijuana every day, age last used",SrvSAS_MJUseEDLastUsed_v1r0,SMMAR8C,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Age last used- During that time, how many days (1 to 30) did you smoke marijuana in a usual month? ","How many days used  marijuana, age last used",SrvSAS_MJUseDaysNum_v1r0,SMMAR8D,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you [smoke/smoked] marijuana, what is the total amount of time you [smoke/smoked] per day? ",Total amount of time used marijuana  per day,SrvSAS_TotTmMJUse_v1r0,SMMAR9A,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,Did you ever smoke marijuana every day? ,Ever use marijuana  every day,SrvSAS_EverUseMJED_v1r0,SMMAR9B,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How old were you when you stopped smoking marijuana every day?        ,Age stopped using marijuana  every day,SrvSAS_AgeStopMJED_v1r0,SMMAR9D,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"When you were a daily smoker of marijuana, what is the total amount of time you smoked per day?",Total amount of time used marijuana  per day when daily user,SrvSAS_TotTmMJUseED_v1r0,SMMAR9C,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,Why [do/did] you smoke marijuana? ,,Why [do/did] you smoke marijuana? ,Why smoke marijuana,SrvSAS_WhySmokeMJ_v1r0,SMMAR10,Num,2,,0= Recreation,,1= Recreation,No,No,,,,,,11/23/21,,SMMAR10,,
,,,,,,,,,,,,,,1= As medicine,,2= As medicine,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Recreation and as medicine,,3= Recreation and as medicine,,,,,,,,,,,,
,,,,,,,,,,,,,,55 =  Other |__|,,4= Other: Please describe,,,,,,,,,,,,
,,,,,,,,,,,,,,99 = Declined,,5= Prefer not to answer,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,Why [do/did] you smoke marijuana? ,,Why [do/did] you smoke marijuana? Other: Please describe text box,Why [do/did] you smoke marijuana - Descriptive,SrvSAS_WhySmokeMJOth_v1r0,SMMAR10OTH,Char,,,N/A,,N/A,No,No,,,,,,11/23/21,,SMMAR10,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you smoked marijuana when you were age [X] to age [Y / 17], what is the total amount of time you smoked per day?  ","How much time marijuana  smoked, Age [X] to age [Y / 17]",SrvSAS_TmSmokeMJ17_v1r0,SMMARLIFEA,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you smoked marijuana when you were age [X / 18] to age [Y / 24], what is the total amount of time you smoked per day?  ","How much time marijuana  smoked, Age [X / 18] to age [Y / 24]",SrvSAS_TmSmokeMJ1824_v1r0,SMMARLIFEB,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you smoked marijuana when you were age [X / 25] to age [Y / 29], what is the total amount of time you smoked per day?  ","How much time marijuana  smoked, [X / 25] to age [Y / 29]",SrvSAS_TmSmokeMJ2529_v1r0,SMMARLIFEC,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
