conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,conceptId,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId,Format/Value,conceptId,Old Quest Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,Question Type,Quest_Src Question,
,Biospecimen,,BPTL – Receipts,238268405,Select Package Condition - Site Shipment,,Improper Packaging,Improper Packaging,BioBPTL_ImpPackaging_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected,BPTL,No,Yes,10/6/21,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,238268405,Select Package Condition - Site Shipment,,Manifest – not provided,Manifest – not provided,BioBPTL_ManifestNP_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected,BPTL,No,Yes,10/6/21,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,238268405,Select Package Condition - Site Shipment,,Manifest/Paperwork/Vial information do not match,Manifest/Paperwork/Vial information do not match,BioBPTL_ManifestDNM_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected,BPTL,No,Yes,10/6/21,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,238268405,Select Package Condition - Site Shipment,,No Pre-notification,No Pre-notification,BioBPTL_NoPreNotif_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected,BPTL,No,Yes,10/6/21,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,238268405,Select Package Condition - Site Shipment,,Participant Refusal,Participant Refusal,BioBPTL_PartRefusal_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected,BPTL,No,Yes,10/6/21,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,238268405,Select Package Condition - Site Shipment,,Shipment Delay,Shipment Delay,BioBPTL_ShipDelay_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected,BPTL,No,Yes,10/6/21,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,238268405,Select Package Condition - Site Shipment,,Vials - Empty,Vials - Empty,BioBPTL_VialsEmpty_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected,BPTL,No,Yes,10/6/21,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,238268405,Select Package Condition - Site Shipment,,Vials - Incorrect Material Type,Vials - Incorrect Material Type,BioBPTL_VialsIMT_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected,BPTL,No,Yes,10/6/21,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,238268405,Select Package Condition - Site Shipment,,Vials - Missing Labels,Vials - Missing Labels,BioBPTL_VialsMissLabel_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected,BPTL,No,Yes,10/6/21,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,238268405,Select Package Condition - Site Shipment,,Other- Package Condition,Other,BioBPTL_Other_v1r0,,Num,1,,0=No,,,Yes,No,,Default to No upon package receipt ('Shipment Received - Site Shipment'= Yes) if this condition is not selected,BPTL,No,Yes,10/6/21,"Concept ID not assigned here yet, but need to make question text ""Other"" unique",,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,,,Shipment Received - Site Shipment,Shipment Received - Site Shipment,BioBPTL_ShipRec_v1r0,,Num,1,,0=No,,,Yes,No,,,BPTL,No,No,10/6/21,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,,,,Date Received - Site Shipment,Date Received - Site Shipment,BioBPTL_DateRec_v1r0,,ISO,24,,Ex. 2022-07-17T15:21:26.763Z,,,Yes if 'Shipment Received - Site Shipment'= Yes,No,,,BPTL,No,No,10/6/21,,,
,Biospecimen,,BPTL – Receipts,,,,Comments - Site Shipment,Comments - Site Shipment,BioBPTL_ShipComments_v1r0,,Char,150,,Ex. lorem ipsum....,,,No,No,,,BPTL,No,No,10/6/21,,,
,Biospecimen,,Collection,248868659,Deviation? (Select all that apply),,Deviation - Discard,Deviation - Discard,BioCol_Dev_v1r0_Discard,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,Collection,248868659,Deviation? (Select all that apply),,Deviation - Unexpected  tube size or type,Deviation - Unexpected  tube size or type,BioCol_Dev_v1r0_TubeSz,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,Collection,248868659,Deviation? (Select all that apply),,Deviation - Mislabeled- discard,Deviation - Mislabeled- discard,BioCol_Dev_v1r0_MislabelD,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,Collection,248868659,Deviation? (Select all that apply),,Deviation - Mislabeled- Resolved,Deviation - Mislabeled- Resolved,BioCol_Dev_v1r0_MislabelR,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,Collection,248868659,Deviation? (Select all that apply),,Deviation - Not Found,Deviation - Not Found,BioCol_Dev_v1r0_NotFound,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,Collection,248868659,Deviation? (Select all that apply),,Deviation - Outside of tube  contaminated,Deviation - Outside of tube  contaminated,BioCol_Dev_v1r0_OutContam,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,Collection,248868659,Deviation? (Select all that apply),,Deviation - Participant used mouthwash less than 30 seconds,Deviation - Participant used mouthwash less than 30 seconds,BioCol_Dev_v1r0_MWUnder30s,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,238268405,Select Package Condition - Site Shipment,,Package in good condition,Package in good condition,BioBPTL_PkgGoodCond_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Biospecimen,,BPTL – Receipts,238268405,Select Package Condition - Site Shipment,,Crushed,Crushed,BioBPTL_PkgCrushed_v1r0,,Num,1,,0=No,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Blood/Urine/Mouthwash,,,,Blood/urine/mouthwash combined research survey,Blood/urine/mouthwash combined research survey,SrvBLM_ResSrvCompl_v1r0,,Num,1,,0=Not Started,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,
,,,,,,,,,,,,,,1=Started,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=Submitted,,,,,,,,,,,,,
,Survey,,Blood/Urine/Mouthwash,,,,Autogenerated date/time stamp for Start of blood/urine/mouthwash research survey,Placeholder - Date/time Status of Start of blood/urine/mouthwash research survey,SrvBLM_TmStart_v1r0,,IS0,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvBLM_ResSrvCompl_v1r0 equals 1,No,ISO to be converted to SAS format,,Master Data Dictionary,No,No,2/10/22,,,
,Survey,,Blood/Urine/Mouthwash,,,,Autogenerated date/time when blood/urine/mouthwash research survey completed,Placeholder- Date/Time blood/urine/mouthwash research survey completed,SrvBLM_TmComplete_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvBLM_ResSrvCompl_v1r0 equals 2,No,ISO to be converted to SAS format,,Master Data Dictionary,No,No,2/10/22,,,
,Survey,,Social Security,,,,SSN Survey,SSN Survey,SrvSS_SSNSurvey_v1r0,,Num,1,,0=Not Started,,,Yes,No,,,Master Data Dictionary,No,Yes,2/10/22,,,
,,,,,,,,,,,,,,1=Started,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=Submitted,,,,,,,,,,,,,
,Survey,,Social Security,,,,Autogenerated date/time stamp for Start of SSN Survey,Placeholder - Date/time Status of Start of SSN Survey,SrvSS_TmStart_v1r0,,IS0,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvSS_SSNSurvey_v1r0 equals 1,No,ISO to be converted to SAS format,,Master Data Dictionary,No,No,2/10/22,,,
,Survey,,Social Security,,,,Autogenerated date/time when SSN Survey completed,Placeholder- Date/Time SSN Survey completed,SrvSS_TmComplete_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if SrvSS_SSNSurvey_v1r0 equals 2,No,ISO to be converted to SAS format,,Master Data Dictionary,No,No,2/10/22,,,
,Survey,,Background and Overall Health,,,,"Based on the information you provided when you enrolled in this study, you are [Age from Enrollment Questionnaire] years old today. Is that correct?",Age confirmation,SrvBOH_AgeCon_v1r0,AGECOR,Num,1,,0 = No,,1=No,Yes,No,,,,,,,Required Multiple Choice,,
,,,,,,,,,,,,,,1 = Yes,,2=Yes,,,,,,,,,,,
,Survey,,Background and Overall Health,,,,How old are you today?,Age,SrvBOH_Age_v1r0,AGE,Num,2,,N/A,,,Yes,Yes,,,,,,,Text only Response,,
,Survey,,Background and Overall Health,,,,"Are you now married, widowed, divorced, separated, never married, or living with a partner?",Marital status,SrvBOH_Marital_v1r0,MARITAL,Num,2,,0 = Never married,,1 = Never married,No,No,,,,,,,Optional Multiple Choice,,
,,,,,,,,,,,,,,1 = Not married but living with partner,,2 = Not married but living with partner,,,,,,,,,,,
,,,,,,,,,,,,,,2 = Married,,3 = Married,,,,,,,,,,,
,,,,,,,,,,,,,,3 = Divorced,,4 = Divorced,,,,,,,,,,,
,,,,,,,,,,,,,,4 = Widowed,,5  = Widowed,,,,,,,,,,,
,,,,,,,,,,,,,,5 = Separated,,6 = Separated,,,,,,,,,,,
,,,,,,,,,,,,,,99 = Declined,,99 = Prefer not to answer,,,,,,,,,,,
,Survey,,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,American Indian or Alaska Native,American Indian or Alaska Native,SrvBOH_AlaskaNative_v1r0,0,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,RACEETH,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,Asian/Asian American,Asian,SrvBOH_Asian_v1r0,1,Num,1,,0=No,,,No,No,,,,,,12/27/21,Optional Select All that Apply,RACEETH,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,"Black, African American, or African","Black, African American, or African",SrvBOH_Black_v1r0,2,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,RACEETH,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,"Hispanic, Latino, or Spanish","Hispanic, Latino, or Spanish",SrvBOH_Hispanic_v1r0,3,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,RACEETH,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,Middle Eastern or North African,Middle Eastern or North African,SrvBOH_MENA_v1r0,4,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,RACEETH,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,Hawaiian or other Pacific Islander,Hawaiian or other Pacific Islander,SrvBOH_Hawaiian_v1r0,5,Num,1,,0=No,,,No,No,,,,,,12/27/21,Optional Select All that Apply,RACEETH,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,White,White,SrvBOH_White_v1r0,6,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,RACEETH,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,Other |__|,None of these fully describe me. Please describe,SrvBOH_NoneRE_v1r0,55,Num,1,,0=No,,,No,No,,,,,,9/23/21,Optional Select All that Apply,RACEETH,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,None of these race categories fully describe me. Please describe [text box],None of these fully describe me. Please describe [text box],SrvBOH_NoneDescribeRE_v1r0,RACEETH_TB,Char,300,,N/A,,,No,No,,,,,,9/14/21,Optional Select All that Apply,RACEETH,
,Survey,,Background and Overall Health,384191091,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,Declined,Prefer not to answer,SrvBOH_PrefNoAnsRE_v1r0,99,Num,1,,0=No,,,No,No,,,,,,9/23/21,Optional Select All that Apply,RACEETH,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,362270886,"American Indian or Alaska Native- Which categories describe you? Select all that apply. Note, you may select more than one group.",,American Indian,American Indian,SrvBOH_AmerInd_v1r0,0,Num,1,,0=No,,,No,No,Only display if RACEETH = American Indian or Alaska Native,,,,,,Optional Select All that Apply,RACEETH2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,362270886,"American Indian or Alaska Native- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Alaska Native,Alaska Native,SrvBOH_AlaskaNative2_v1r0,1,Num,1,,0=No,,,No,No,Only display if RACEETH = American Indian or Alaska Native,,,,,,Optional Select All that Apply,RACEETH2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,362270886,"American Indian or Alaska Native- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Central or South American Indian,Central or South American Indian,SrvBOH_CSAmerInd_v1r0,2,Num,1,,0=No,,,No,No,Only display if RACEETH = American Indian or Alaska Native,,,,,,Optional Select All that Apply,RACEETH2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,362270886,"American Indian or Alaska Native- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Other |__|,None of these fully describe me. Please describe,SrvBOH_NoneRE2_v1r0,55,Num,1,,0=No,,,No,No,Only display if RACEETH = American Indian or Alaska Native,,,,,9/23/21,Optional Select All that Apply,RACEETH2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,362270886,"American Indian or Alaska Native- Which categories describe you? Select all that apply. Note, you may select more than one group.",,None of these American Indian or Alaska Native categories fully describe me. Please describe [text box],None of these fully describe me. Please describe [text box],SrvBOH_NoneDescribeRE2_v1r0,RACEETH2_TB,Char,300,,N/A,,,No,No,Only display if RACEETH = American Indian or Alaska Native,,,,,9/14/21,Optional Select All that Apply,RACEETH2,
,Survey,,Background and Overall Health,362270886,"American Indian or Alaska Native- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Declined,Prefer not to answer,SrvBOH_PrefNoAnsRE2_v1r0,99,Num,1,,0=No,,,No,No,Only display if RACEETH = American Indian or Alaska Native,,,,,9/23/21,Optional Select All that Apply,RACEETH2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Asian Indian,Asian Indian,SrvBOH_AsianInd_v1r0,0,Num,1,,0=No,,,No,No,Only display if RACEETH = Asian,,,,,,Optional Select All that Apply,RACEETH3,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Cambodian,Cambodian,SrvBOH_Cambodian_v1r0,1,Num,1,,0=No,,,No,No,Only display if RACEETH = Asian,,,,,,Optional Select All that Apply,RACEETH3,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Chinese,Chinese,SrvBOH_Chinese_v1r0,2,Num,1,,0=No,,,No,No,Only display if RACEETH = Asian,,,,,,Optional Select All that Apply,RACEETH3,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Filipino,Filipino,SrvBOH_Filipino_v1r0,3,Num,1,,0=No,,,No,No,Only display if RACEETH = Asian,,,,,,Optional Select All that Apply,RACEETH3,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Hmong,Hmong,SrvBOH_Hmong_v1r0,4,Num,1,,0=No,,,No,No,Only display if RACEETH = Asian,,,,,,Optional Select All that Apply,RACEETH3,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Japanese,Japanese,SrvBOH_Japanese_v1r0,5,Num,1,,0=No,,,No,No,Only display if RACEETH = Asian,,,,,,Optional Select All that Apply,RACEETH3,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Korean,Korean,SrvBOH_Korean_v1r0,6,Num,1,,0=No,,,No,No,Only display if RACEETH = Asian,,,,,,Optional Select All that Apply,RACEETH3,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Pakistani,Pakistani,SrvBOH_Pakistani_v1r0,7,Num,1,,0=No,,,No,No,Only display if RACEETH = Asian,,,,,,Optional Select All that Apply,RACEETH3,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Vietnamese,Vietnamese,SrvBOH_Viete_v1r0,8,Num,1,,0=No,,,No,No,Only display if RACEETH = Asian,,,,,9/24/21,Optional Select All that Apply,RACEETH3,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Other |__|,None of these fully describe me. Please describe,SrvBOH_NoneRE3_v1r0,55,Num,1,,0=No,,,No,No,Only display if RACEETH = Asian,,,,,9/23/21,Optional Select All that Apply,RACEETH3,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,None of these Asian categories fully describe me. Please describe [text box],None of these fully describe me. Please describe [text box],SrvBOH_NoneDescribeRE3_v1r0,RACEETH3_TB,Char,300,,N/A,,,No,No,Only display if RACEETH = Asian,,,,,9/14/21,Optional Select All that Apply,RACEETH3,
,Survey,,Background and Overall Health,525535977,"Asian- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Declined,Prefer not to answer,SrvBOH_PrefNoAnsRE3_v1r0,99,Num,1,,0=No,,,No,No,Only display if RACEETH = Asian,,,,,9/23/21,Optional Select All that Apply,RACEETH3,
