Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
840,840,819848608,Biospecimen,299553921,Serum Separator Tube 1,,,,,,,536710547,Provide Deviation Details,,,SST1 Dev Details,BioCol_DevNotes_v1r0_SST1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,"Updated Variable Name from BioCol_DeviationNotes_v1r0 to BioCol_DevNotes_v1r0_SST1. Updated Variable Label, Secondary Source and CID."
841,841,819848608,Biospecimen,703954371,Serum Separator Tube 2,,,,,,,536710547,Provide Deviation Details,,,SST2 Dev Details,BioCol_DevNotes_v1r0_SST2,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new Variable
842,842,819848608,Biospecimen,376960806,Serum Separator Tube 3,,,,,,,536710547,Provide Deviation Details,,,SST3 Dev Details,BioCol_DevNotes_v1r0_SST3,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new variable.
843,843,819848608,Biospecimen,232343615,Serum Separator Tube 4,,,,,,,536710547,Provide Deviation Details,,,SST4 Dev Details,BioCol_DevNotes_v1r0_SST4,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new variable.
844,844,819848608,Biospecimen,589588440,Serum Separator Tube 5,,,,,,,536710547,Provide Deviation Details,,,SST5 Dev Details,BioCol_DevNotes_v1r0_SST5,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new variable.
845,845,819848608,Biospecimen,652357376,ACD Tube 1,,,,,,,536710547,Provide Deviation Details,,,ACDT1 Dev Details,BioCol_DevNotes_v1r0_ACDT1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new variable.
846,846,819848608,Biospecimen,505347689,STRECK Tube 1,,,,,,,536710547,Provide Deviation Details,,,STRECKT1 Dev Details,BioCol_DevNotes_v1r0_STRT1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new variable.
847,847,819848608,Biospecimen,973670172,Urine Tube 1,,,,,,,536710547,Provide Deviation Details,,,UT1 Dev Details,BioCol_DevNotes_v1r0_UT1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new variable.
848,848,819848608,Biospecimen,143615646,Mouthwash Tube 1,,,,,,,536710547,Provide Deviation Details,,,MWT1 Dev Details,BioCol_DevNotes_v1r0_MWT1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new variable.
849,849,819848608,Biospecimen,454453939,EDTA Tube 1,,,,,,,536710547,Provide Deviation Details,,,EDTAT1 Dev Details,BioCol_DevNotes_v1r0_EDTAT1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new variable.
850,850,819848608,Biospecimen,677469051,EDTA Tube 2,,,,,,,536710547,Provide Deviation Details,,,EDTAT2 Dev Details,BioCol_DevNotes_v1r0_EDTAT2,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new variable.
851,851,819848608,Biospecimen,683613884,EDTA Tube 3,,,,,,,536710547,Provide Deviation Details,,,EDTAT3 Dev Details,BioCol_DevNotes_v1r0_EDTAT3,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new variable.
852,852,819848608,Biospecimen,838567176,Heparin Tube 1,,,,,,,536710547,Provide Deviation Details,,,HT1 Dev Details,BioCol_DevNotes_v1r0_HT1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new variable.
853,853,819848608,Biospecimen,958646668,Heparin Tube 2,,,,,,,536710547,Provide Deviation Details,,,HT2 Dev Details,BioCol_DevNotes_v1r0_HT2,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,Added new variable.
854,854,819848608,Biospecimen,497328760,Receipt Summary/Finalize Collection Data Entry,,,,,,,260133861,Additional Notes (Optional),,,Addtl Notes,BioRec_NoteOpt_v1r0,,Char,800,,N/A,,No,Yes,,,"Biospecimen Clinical, Biospecimen Research",No,No,10/27/23,Not in Flattened Tables,,
855,855,819848608,Biospecimen,497328760,Receipt Summary/Finalize Collection Data Entry,,,,,,,410912345,Autogenerated flag when collection entry finalized,,,Collection Entry Final,BioRec_CollectFinal_v1r0,,Num,1,104430631,0=No,,Yes,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,6/9/22,Biospecimen Table Not nested (d_410912345),,
856,856,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
857,857,819848608,Biospecimen,497328760,Receipt Summary/Finalize Collection Data Entry,,,,,,,556788178,Autogenerated date/time when collection entry finalized,,,D/T Collection Entry Final,BioRec_CollectFinalTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioRec_CollectFinal_v1r0 equals 1,No,ISO to be converted to SAS format,,"Biospecimen Clinical, Biospecimen Research",No,No,6/9/22,Biospecimen Table Not nested (d_556788178),,
858,858,819848608,Biospecimen,360770860,Collection,,,,,New,,771580890,Collection boxed status,,,Collection boxed status,BioCol_CollBoxedStatus_v1r0,,Num,1,657483796,0 = Not boxed,,Yes,No,This variable is set to 'notBoxed' on box creation. It is set to partiallyBoxed when only some tubes in the collection are boxed and it is set to 'boxed' when all tubes in a collection are in boxes. This is used to query available collections and stray tubes in the biospeimen shipping dashboard.,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/13/23,Not yet in flattened tables,,
859,859,,,,,,,,,,,,,,,,,,,,775512390,1 = Partially boxed,,,,,,,,,,,,
860,860,,,,,,,,,,,,,,,,,,,,210720511,2 = Boxed,,,,,,,,,,,,
861,861,819848608,Biospecimen,360770860,Collection,,,,,New,,742186726,Stray tubes list,,,Stray tubes list,BioCol_StrayTubesList_v1r0,,Array,Array,,"example: ['CXA123456 0001' 'CXA123456 0002', ...]",,Yes,No,This list tracks stray tubes when collections are partially boxed. We'll use this list to enable orphan tube entry in BSD,,"Biospecimen Clinical, Biospecimen Research",No,No,9/13/23,Not yet in flattened tables,,
862,862,819848608,Biospecimen,104913069,Research- Finalization and shipping,,,,,,,684635302,Baseline Mouthwash Collected,,,Base MW Collected,BioFin_BaseMouthCol_v1r0,,Num,1,104430631,0=No,,Yes,,For display at check-in and check out. These will be derived from other variables in the biospecimen dictionary.,"IF BioSpm_Visit_v1r0 = 0  AND MWTube1_BioCol_TubeCollected_v1r0 = 1, THEN BioFin_BaseMouthCol_v1r0=1",Biospecimen Research,No,Yes,7/28/23,Participants Table Not nested (d_684635302),,
863,863,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
864,864,819848608,Biospecimen,173836415,Collection Details,266600170,0 = Baseline,,,,,448660695,"Autogenerated date/time stamp for Research Collection of Mouthwash, for Home Mouthwash Collections, it is not autogenerated, but entered from the collection card where the pt records the date/time they filled it out",,,BL D/T MW Collected,BioFin_BMTimeBL_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioFin_BaseMouthCol_v1r0 equals 1,No,"Autogenerated for the Research Collections but entered by hand into the BPTL dashboard from the Collection Card info for the Mouthwash Collection. For home mouthwash collections, it is not autogenerated but entered from the collection card where the ppt records the date/time they filled it out. And if the pt does not return the card or leaves the date blank, it will be the date/time the packaged was shipped by the pt according to USPS data. For research mouthwash collections, it is autogenerated.",,Biospecimen Research,No,No,11/29/23,"Participants Table Nested structure: d_173836415_d_266600170_d_448660695 (2nd CID may change based on BL/F-U1,2,3)",,Updated Notes
865,865,819848608,Biospecimen,173836415,Collection Details,496823485,1 = Follow-up 1,,,,,448660695,Autogenerated date/time stamp for collection of Mouthwash,,,F1 Date/time Mouthwash Collected,BioFin_BMTimeF1_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioFin_BaseMouthCol_v1r0 equals 1,No,ISO to be converted to SAS format,,Biospecimen Research,No,No,9/7/23,"Participants Table Nested structure: d_173836415_d_266600170_d_448660695 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
866,866,819848608,Biospecimen,173836415,Collection Details,650465111,2 = Follow-up 2,,,,,448660695,Autogenerated date/time stamp for collection of Mouthwash,,,F2 Date/time Mouthwash Collected,BioFin_BMTimeF2_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioFin_BaseMouthCol_v1r0 equals 1,No,ISO to be converted to SAS format,,Biospecimen Research,No,No,9/7/23,"Participants Table Nested structure: d_173836415_d_266600170_d_448660695 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
867,867,819848608,Biospecimen,173836415,Collection Details,303552867,3 = Follow-up 3,,,,,448660695,Autogenerated date/time stamp for collection of Mouthwash,,,F3 Date/time Mouthwash Collected,BioFin_BMTimeF3_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioFin_BaseMouthCol_v1r0 equals 1,No,ISO to be converted to SAS format,,Biospecimen Research,No,No,9/7/23,"Participants Table Nested structure: d_173836415_d_266600170_d_448660695 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
868,868,819848608,Biospecimen,104913069,Research- Finalization and shipping,,,,,,,167958071,Baseline Urine Collected,,,Base Ur Collected,BioFin_BaseUrineCol_v1r0,,Num,1,104430631,0=No,,,,"For display at check-in and check out. These will be derived from other variables in the biospecimen dictionary. Derivation should come from both biospecimen clinical and biospecimen research. For clinical collections, these derivations are only looking at entries from the dashboard.","IF BioSpm_Visit_v1r0 = 0  AND UrineTube1_BioCol_TubeCollected_v1r0 = 1, THEN BioFin_BaseUrineCol_v1r0=1","Biospecimen Research, Biospecimen Clinical",No,Yes,7/28/23,Participants Table Not nested (d_167958071),,
869,869,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
870,870,819848608,Biospecimen,173836415,Collection Details,266600170,0 = Baseline,,,,,847159717,Autogenerated date/time stamp for research collection of urine.,,,BL D/T Rsrch Ur Collected,BioFin_ResearchUrnTmBL_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioFin_BaseUrineCol_v1r0 equals 1,No,"ISO to be converted to SAS format. Nested under Collection Environment. Set by us for research, not used for Clinical.",,Biospecimen Research,No,No,9/7/23,"Participants Table Nested structure: d_173836415_d_266600170_d_847159717 (2nd CID may change based on BL/F-U1,2,3)",,Updated Secondary Source to Collection Details and Variable name BioFin_ResearchUrnTime_v1r0 with BioFin_ResearchUrnTmBL_v1r0
871,871,819848608,Biospecimen,173836415,Collection Details,496823485,1 = Follow-up 1,,,,,847159717,Autogenerated date/time stamp for research collection of urine.,,,F1 D/T Rsrch Ur Collected,BioFin_ResearchUrnTmF1_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioFin_BaseUrineCol_v1r0 equals 1,No,"ISO to be converted to SAS format. Nested under Collection Environment. Set by us for research, not used for Clinical.",,Biospecimen Research,No,No,9/7/23,"Participants Table Nested structure: d_173836415_d_266600170_d_847159717 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
872,872,819848608,Biospecimen,173836415,Collection Details,650465111,2 = Follow-up 2,,,,,847159717,Autogenerated date/time stamp for research collection of urine.,,,F2 D/T Rsrch Ur Collected,BioFin_ResearchUrnTmF2_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioFin_BaseUrineCol_v1r0 equals 1,No,"ISO to be converted to SAS format. Nested under Collection Environment. Set by us for research, not used for Clinical.",,Biospecimen Research,No,No,9/7/23,"Participants Table Nested structure: d_173836415_d_266600170_d_847159717 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
873,873,819848608,Biospecimen,173836415,Collection Details,303552867,3 = Follow-up 3,,,,,847159717,Autogenerated date/time stamp for research collection of urine.,,,F3 D/T Rsrch Ur Collected,BioFin_ResearchUrnTmF3_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioFin_BaseUrineCol_v1r0 equals 1,No,"ISO to be converted to SAS format. Nested under Collection Environment. Set by us for research, not used for Clinical.",,Biospecimen Research,No,No,9/7/23,"Participants Table Nested structure: d_173836415_d_266600170_d_847159717 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
874,874,819848608,Biospecimen,173836415,Collection Details,266600170,0 = Baseline,,,,,139245758,Date/time stamp sent by the site for clinical collection of urine.,,,BL D/T Clin Ur Collected,BioClin_ClinicalUrnTmBL_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioFin_BaseUrineCol_v1r0 equals 1,No,"Set by us for research; for clinical- from site EMR, sent to NCI via API.",,Biospecimen Research,No,No,3/21/24,"Participants Table Nested structure: d_173836415_d_266600170_d_139245758 (2nd CID may change based on BL/F-U1,2,3)",,Updated Secondary Source to Collection Details and Variable name from BioClin_ClinicalUrnTime_v1r0 to BioClin_ClinicalUrnTmBL_v1r0.
875,875,819848608,Biospecimen,173836415,Collection Details,496823485,1 = Follow-up 1,,,,,139245758,Date/time stamp sent by the site for clinical collection of urine.,,,F1 D/T Clin Ur Collected,BioClin_ClinicalUrnTmF1_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioFin_BaseUrineCol_v1r0 equals 1,No,"Set by us for research; for clinical- from site EMR, sent to NCI via API.",,Biospecimen Research,No,No,3/21/24,"Participants Table Nested structure: d_173836415_d_266600170_d_139245758 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
876,876,819848608,Biospecimen,173836415,Collection Details,650465111,2 = Follow-up 2,,,,,139245758,Date/time stamp sent by the site for clinical collection of urine.,,,F2 D/T Clin Ur Collected,BioClin_ClinicalUrnTmF2_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioFin_BaseUrineCol_v1r0 equals 1,No,"Set by us for research; for clinical- from site EMR, sent to NCI via API.",,Biospecimen Research,No,No,3/21/24,"Participants Table Nested structure: d_173836415_d_266600170_d_139245758 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
877,877,819848608,Biospecimen,173836415,Collection Details,303552867,3 = Follow-up 3,,,,,139245758,Date/time stamp sent by the site for clinical collection of urine.,,,F3 D/T Clin Ur Collected,BioClin_ClinicalUrnTmF3_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioFin_BaseUrineCol_v1r0 equals 1,No,"Set by us for research; for clinical- from site EMR, sent to NCI via API.",,Biospecimen Research,No,No,3/21/24,"Participants Table Nested structure: d_173836415_d_266600170_d_139245758 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
878,878,819848608,Biospecimen,331584571,Select visit from drop down menu,266600170,0 = Baseline,,,revised,,135591601,Currently checked into visit,,,BL Check-In Done,BioChk_CompleteBL_v1r0,,Num,1,104430631,0=No,,Yes,No,,,"Biospecimen Research, Study Manager Data Dictionary",No,No,7/18/23,"Participants Table Nested structure: d_331584571_d_266600170_d_135591601 (2nd CID may change based on BL/F-U1,2,3)",,Updated Secondary Source to Collection Details and Variable name BioChk_Complete_v1r0 with BioChk_CompleteBL_v1r0
879,879,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
880,880,819848608,Biospecimen,331584571,Select visit from drop down menu,496823485,1 = Follow-up 1,,,revised,,135591601,Currently checked into visit,,,F1 eck-In Done,BioChk_CompleteF1_v1r0,,Num,1,104430631,0=No,,Yes,No,,,"Biospecimen Research, Study Manager Data Dictionary",No,No,7/18/23,"Participants Table Nested structure: d_331584571_d_266600170_d_135591601 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
881,881,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,Yes,,,,,,,,,,
882,882,819848608,Biospecimen,331584571,Select visit from drop down menu,650465111,2 = Follow-up 2,,,revised,,135591601,Currently checked into visit,,,F2 Check-In Done,BioChk_CompleteF2_v1r0,,Num,1,104430631,0=No,,Yes,No,,,"Biospecimen Research, Study Manager Data Dictionary",No,No,7/18/23,"Participants Table Nested structure: d_331584571_d_266600170_d_135591601 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
883,883,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
884,884,819848608,Biospecimen,331584571,Select visit from drop down menu,303552867,3 = Follow-up 3,,,revised,,135591601,Currently checked into visit,,,F3 Check-In Done,BioChk_CompleteF3_v1r0,,Num,1,104430631,0=No,,Yes,No,,,"Biospecimen Research, Study Manager Data Dictionary",No,No,7/18/23,"Participants Table Nested structure: d_331584571_d_266600170_d_135591601 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
885,885,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
886,886,819848608,Biospecimen,331584571,Select visit from drop down menu,266600170,0 = Baseline,,,,,840048338,Autogenerated date/time stamp for check-in complete.,,,BL D/T Check-In Done,BioChk_TimeBL_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioChk_Complete_v1r0 equals 1,No,ISO to be converted to SAS format,,"Biospecimen Research, Study Manager Data Dictionary",No,No,9/7/23,"Participants Table Nested structure: d_331584571_d_266600170_d_840048338 (2nd CID may change based on BL/F-U1,2,3)",,Updated Secondary Source to Collection Details and Variable name BioChk_Time_v1r0 with BioChk_TimeBL_v1r0
887,887,819848608,Biospecimen,331584571,Select visit from drop down menu,496823485,1 = Follow-up 1,,,,,840048338,Autogenerated date/time stamp for check-in complete.,,,F1 D/T Check-In Done,BioChk_TimeF1_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioChk_Complete_v1r0 equals 1,No,ISO to be converted to SAS format,,"Biospecimen Research, Study Manager Data Dictionary",No,No,9/7/23,"Participants Table Nested structure: d_331584571_d_266600170_d_840048338 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
888,888,819848608,Biospecimen,331584571,Select visit from drop down menu,650465111,2 = Follow-up 2,,,,,840048338,Autogenerated date/time stamp for check-in complete.,,,F2 D/T Check-In Done,BioChk_TimeF2_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if BioChk_Complete_v1r0 equals 1,No,ISO to be converted to SAS format,,"Biospecimen Research, Study Manager Data Dictionary",No,No,9/7/23,"Participants Table Nested structure: d_331584571_d_266600170_d_840048338 (2nd CID may change based on BL/F-U1,2,3)",,Added new variable.
