Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
3711,3711,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3712,3712,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,407340134,Asthma,,,Asthma,SrvBOH_Asthma_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3713,3713,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3714,3714,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,427219143,Hay Fever (Allergic to pollen or Allergic Rhinitis),,,Hay Fever,SrvBOH_HayFever_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3715,3715,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3716,3716,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,535003378,None of the above,,,No Respiratory Prob,SrvBOH_NoResp_v1r0,TRUE,Num,1,104430631,0=No,,No,No,Only can be selected if no other variables selected in MHGROUP2,,,,,9/23/21,,,Optional Select All that Apply,
3717,3717,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3718,3718,129084651,Survey,726699695,Background and Overall Health,448722126,How old were you when a doctor or other health professional first told you that you have or had COPD?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Chronic Lung Disease Dx Age,SrvBOH_CLDAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP2 = COPD. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max age range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3719,3719,129084651,Survey,726699695,Background and Overall Health,448722126,How old were you when a doctor or other health professional first told you that you have or had COPD?,,,,,,261863326,Year at diagnosis,,,Chronic Lung Disease Dx Yr,SrvBOH_CLDYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP2 = COPD. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3720,3720,129084651,Survey,726699695,Background and Overall Health,201449164,How old were you when a doctor or other health professional first told you that you have or had asthma?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Asthma Dx Age,SrvBOH_AsthmaAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP2 = Asthma. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max age range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3721,3721,129084651,Survey,726699695,Background and Overall Health,201449164,How old were you when a doctor or other health professional first told you that you have or had asthma?,,,,,,261863326,Year at diagnosis,,,Asthma Dx Yr,SrvBOH_AsthmaYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP2 = Asthma. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3722,3722,129084651,Survey,726699695,Background and Overall Health,436333358,How old were you when a doctor or other health professional first told you that you have or hay fever?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Hay Fever Dx Age,SrvBOH_HayFeverAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP2 = Hay fever. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max age range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3723,3723,129084651,Survey,726699695,Background and Overall Health,436333358,How old were you when a doctor or other health professional first told you that you have or hay fever?,,,,,,261863326,Year at diagnosis,,,Hay Fever Dx Yr,SrvBOH_HayFeverYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP2 = Hay fever. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3724,3724,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,406890409,Esophageal Acid Reflux (GERD),,,Acid Reflux,SrvBOH_GERD_v1r0,FALSE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3725,3725,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3726,3726,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,704544306,Barrett's Esophagus,,,Barrett's Esophagus,SrvBOH_Barretts_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3727,3727,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3728,3728,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,691766591,Irritable Bowel Syndrome,,,Irritable Bowel Syndrome,SrvBOH_IBS_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3729,3729,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3730,3730,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,308645635,Inflammatory Bowel Disease,,,Inflammatory Bowel Disease,SrvBOH_IBD_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3731,3731,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3732,3732,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,731115613,Diverticulitis or Diverticulosis,,,Diverticulitis,SrvBOH_Divert_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3733,3733,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3734,3734,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,567284980,Ulcerative Colitis,,,Ulcerative Colitis,SrvBOH_UC_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3735,3735,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3736,3736,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,986548173,Crohn's Disease,,,Crohn's Disease,SrvBOH_Chrons_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3737,3737,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3738,3738,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,285995100,Celiac Disease (also known as Gluten-Sensitive Enteropathy),,,Celiac Disease,SrvBOH_Celiac_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3739,3739,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3740,3740,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,545628561,Gallstones (Biliary Stones),,,Gallstones,SrvBOH_Gallstones_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3741,3741,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3742,3742,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,709786039,Liver Cirrhosis,,,Liver Cirrhosis,SrvBOH_Cirrhosis_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3743,3743,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3744,3744,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,984479578,Pancreatitis,,,Pancreatitis,SrvBOH_Pancreatitis_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3745,3745,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3746,3746,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,535003378,None of the above,,,No Digestive Probs,SrvBOH_NoDIgestive_v1r0,TRUE,Num,1,104430631,0=No,,No,No,Only can be selected if no other variables selected in MHGROUP3,,,,,9/23/21,,,Optional Select All that Apply,
3747,3747,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3748,3748,129084651,Survey,726699695,Background and Overall Health,554782332,How old were you when a doctor or other health professional first told you that you have or had Esophageal Acid Reflux (GERD) ?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Acid Reflux Dx Age,SrvBOH_GERDAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Esophageal Acid Reflux (GERD). Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3749,3749,129084651,Survey,726699695,Background and Overall Health,554782332,How old were you when a doctor or other health professional first told you that you have or had Esophageal Acid Reflux (GERD) ?,,,,,,261863326,Year at diagnosis,,,Acid Reflux Dx Yr,SrvBOH_GERDYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Esophageal Acid Reflux (GERD). Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3750,3750,129084651,Survey,726699695,Background and Overall Health,409622468,How old were you when a doctor or other health professional first told you that you have or had Barrett's Esophagus?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Barrett's Esophagus Dx Age,SrvBOH_BarrettsAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Barrett's Esophagus. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3751,3751,129084651,Survey,726699695,Background and Overall Health,409622468,How old were you when a doctor or other health professional first told you that you have or had Barrett's Esophagus?,,,,,,261863326,Year at diagnosis,,,Barrett's Esophagus Dx Yr,SrvBOH_BarrettsYr_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Barrett's Esophagus. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3752,3752,129084651,Survey,726699695,Background and Overall Health,448476881,How old were you when a doctor or other health professional first told you that you have or had Irritable Bowel Syndrome diagnosis age?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Irritable Bowel Syndrome Dx Age,SrvBOH_IBSAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Irritable Bowel Syndrome diagnosis age. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3753,3753,129084651,Survey,726699695,Background and Overall Health,448476881,How old were you when a doctor or other health professional first told you that you have or had Irritable Bowel Syndrome diagnosis age?,,,,,,261863326,Year at diagnosis,,,Irritable Bowel Syndrome Dx Yr,SrvBOH_IBSYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Irritable Bowel Syndrome diagnosis age. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3754,3754,129084651,Survey,726699695,Background and Overall Health,459764934,How old were you when a doctor or other health professional first told you that you have or had Inflammatory Bowel Disease?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Inflammatory Bowel Disease Dx Age,SrvBOH_IBDAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Inflammatory Bowel Disease. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3755,3755,129084651,Survey,726699695,Background and Overall Health,459764934,How old were you when a doctor or other health professional first told you that you have or had Inflammatory Bowel Disease?,,,,,,261863326,Year at diagnosis,,,Inflammatory Bowel Disease Dx Yr,SrvBOH_IBDYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Inflammatory Bowel Disease. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3756,3756,129084651,Survey,726699695,Background and Overall Health,374697037,How old were you when a doctor or other health professional first told you that you have or had Diverticulitis or Diverticulosis?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Diverticulitis Dx Age,SrvBOH_DivertAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Diverticulitis or Diverticulosis. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3757,3757,129084651,Survey,726699695,Background and Overall Health,374697037,How old were you when a doctor or other health professional first told you that you have or had Diverticulitis or Diverticulosis?,,,,,,261863326,Year at diagnosis,,,Diverticulitis Dx Yr,SrvBOH_DivertYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Diverticulitis or Diverticulosis. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
